ZCTA,Total Population,insurance_access,ARTHRITIS_CrudePrev,DRINKING,BPHIGH_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,COPD_CrudePrev,HIGHCHOL_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev,Total_Population_18plus,Less than high school graduate,High school graduate,Some college or associate's degree,Bachelor's degree or higher,Employed_16_above,All_death,Heart_death,Income,Total Male%,Total Female%,Male: Under 5%,Male: 5 to 17%,Male: 18 to 39%,Male: 40 to 59%,Male: 60 and Over%,Female: Under 5%,Female: 5 to 17%,Female: 18 to 39%,Female: 40 to 59%,Female: 60 and Over%,OSM_healthcare_poi,zip_level_facilities,zip_level_facilities_filtered,county_level_facilities,county_level_facilities_filtered,county_name,Population of one race,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races
92254,12768,0.43700000000000006,0.18100000000000002,0.153,0.301,0.032,0.107,0.062,0.073,0.267,0.21899999999999997,0.153,0.425,0.035,6840,0.3391290726817043,0.1412907268170426,0.04949874686716792,0.005795739348370927,0.5639880952380952,35.0,11.0,24194.0,0.504703267,0.495296733,0.024432554,0.085611669,0.117325124,0.111363581,0.165970339,0.024603582,0.061301278,0.104840089,0.127513499,0.177038286,,2.0,2.0,569.0,261.0,Riverside,0.9706296992481204,0.3424968671679197,0.0057957393483709,0.006343984962406,0.0028978696741854,0.0009398496240601,0.6121553884711779,0.0293703007518797
92260,31753,0.127,0.315,0.13699999999999998,0.389,0.10400000000000001,0.086,0.086,0.08,0.386,0.111,0.121,0.299,0.044000000000000004,29564,0.07561490252889491,0.20892514093156553,0.3429282272541177,0.30359336125720404,0.95077630460114,452.0,154.0,56898.0,0.438016529,0.561983471,0.0,0.041322314,0.181818182,0.173553719,0.041322314,0.0,0.0,0.157024793,0.190082645,0.214876033,3.0,21.0,4.0,569.0,261.0,Riverside,0.975246433407867,0.8176550247220735,0.0156835574591377,0.0055427833590526,0.0299814190785122,0.001007778792555,0.1053758699965357,0.024753566592133
92256,3588,0.102,0.28,0.17300000000000001,0.33799999999999997,0.075,0.098,0.066,0.076,0.36700000000000005,0.159,0.106,0.314,0.036000000000000004,2578,0.06465997770345597,0.19816053511705686,0.2898550724637681,0.16583054626532887,0.7313266443701226,43.0,,53500.0,0.519685039,0.480314961,0.044789856,0.118110236,0.162184272,0.126495552,0.068105123,0.03640454,0.101237345,0.136926066,0.145515901,0.060231107,,,,,,San Bernardino,0.9604236343366778,0.8659420289855072,0.0114269788182831,0.0203455964325529,0.0094760312151616,0.0011148272017837,0.052118171683389,0.0395763656633221
92257,2326,0.235,0.36,0.11599999999999999,0.47200000000000003,0.098,0.107,0.135,0.13699999999999998,0.429,0.188,0.20800000000000002,0.37,0.073,892,0.08168529664660361,0.1233877901977644,0.1534823731728289,0.024935511607910577,0.3938091143594153,25.0,12.0,20976.0,0.501935484,0.498064516,0.021612903,0.057096774,0.120967742,0.137096774,0.16516129,0.022903226,0.066774194,0.087741935,0.168064516,0.152580645,,1.0,1.0,44.0,22.0,Imperial,0.9638865004299226,0.6921754084264833,0.0391229578675838,0.0167669819432502,0.0257953568357695,0.0004299226139294,0.1895958727429063,0.0361134995700773
92262,26179,0.133,0.28,0.157,0.373,0.081,0.087,0.079,0.077,0.369,0.136,0.124,0.32899999999999996,0.040999999999999995,24211,0.10206654188471675,0.19939646281370565,0.29649719240612704,0.32686504450131787,0.9465220214675886,351.0,100.0,52092.0,0.495152914,0.504847086,0.01457011,0.071004039,0.114772072,0.105308713,0.18949798,0.018061166,0.04339296,0.105539527,0.113416042,0.224437392,,29.0,10.0,569.0,261.0,Riverside,0.9651629168417434,0.7039611902670079,0.0592841590587875,0.0111539783796172,0.0398410940066465,0.001451545131594,0.14947094999809,0.0348370831582566
92264,19383,0.11,0.318,0.141,0.41,0.10300000000000001,0.08,0.092,0.079,0.409,0.113,0.128,0.303,0.045,18479,0.07547851209823041,0.1773203322499097,0.3168240210493732,0.38373832740029923,0.966207501418769,309.0,90.0,53778.0,0.586868405,0.413131595,0.02802432,0.067929275,0.101893913,0.187748969,0.201271927,0.014326648,0.043713747,0.098155007,0.111014047,0.145922147,,4.0,0.0,569.0,261.0,Riverside,0.9730175927359026,0.8276840530361657,0.0234741784037558,0.0096992209668266,0.048496104834133,0.0017025228292833,0.061961512665738,0.0269824072640974
92270,17220,0.086,0.359,0.11599999999999999,0.439,0.126,0.08,0.1,0.084,0.439,0.095,0.13,0.282,0.049,16818,0.044715447154471545,0.167595818815331,0.3297909407665505,0.4345528455284553,0.9873403019744483,332.0,97.0,78682.0,0.582417582,0.417582418,0.0,0.074725275,0.065934066,0.107692308,0.334065934,0.0,0.0,0.024175824,0.120879121,0.272527473,,21.0,11.0,569.0,261.0,Riverside,0.9803716608594656,0.8867015098722416,0.0148664343786295,0.005458768873403,0.0378048780487804,0.0008130081300813,0.0347270615563298,0.0196283391405342
92273,1823,0.245,0.19,0.168,0.289,0.048,0.094,0.055999999999999994,0.054000000000000006,0.298,0.133,0.134,0.35200000000000004,0.032,1452,0.17443773998902906,0.18486012068019747,0.3724629731212287,0.06472846955567746,0.843664289632474,15.0,,29595.0,0.509096905,0.490903095,0.009838949,0.028692354,0.059693289,0.112900566,0.297971747,0.007255538,0.029791678,0.037377013,0.102456989,0.314021877,,,,,,Imperial,0.9078442128359846,0.4075699396599012,0.0131651124520021,0.0038398244651673,0.0153592978606692,0.0010970927043335,0.4668129456939111,0.0921557871640153
92274,19801,0.348,0.183,0.16399999999999998,0.29100000000000004,0.039,0.098,0.059000000000000004,0.065,0.28,0.18,0.135,0.38799999999999996,0.033,11037,0.28054138679864654,0.17675874955810314,0.07242058481894854,0.027675369930811575,0.5826978435432554,79.0,20.0,28660.0,0.442288557,0.557711443,0.055223881,0.064676617,0.13681592,0.121890547,0.063681592,0.067661692,0.090049751,0.252238806,0.087064677,0.060696517,4.0,4.0,4.0,569.0,261.0,Riverside,0.9721226200696934,0.4114438664713903,0.0060097974849755,0.0171203474571991,0.007676379980809,0.0004545224988636,0.5294177061764558,0.0278773799303065
92275,1506,0.231,0.27,0.156,0.364,0.07200000000000001,0.105,0.087,0.098,0.35200000000000004,0.182,0.145,0.342,0.048,1992,0.35790172642762286,0.5139442231075697,0.27622841965471445,0.17463479415670652,1.3638778220451526,21.0,,30660.0,0.536397467,0.463602533,0.040543187,0.120062675,0.160148854,0.130639159,0.085003591,0.031468303,0.08735392,0.135274532,0.127178951,0.082326826,,1.0,1.0,44.0,22.0,Imperial,0.9687915006640108,0.6892430278884463,0.0265604249667994,0.0099601593625498,0.0212483399734395,0.0,0.2217795484727755,0.0312084993359893
92276,7585,0.207,0.28600000000000003,0.147,0.37200000000000005,0.086,0.087,0.084,0.085,0.365,0.136,0.132,0.331,0.044000000000000004,5447,0.12300593276203033,0.2975609756097561,0.21845748187211603,0.07910349373764008,0.7634805537244561,85.0,26.0,52333.0,0.451367781,0.548632219,0.02887538,0.098784195,0.136778116,0.089665653,0.097264438,0.024316109,0.09118541,0.107142857,0.145896657,0.180091185,2.0,1.0,1.0,569.0,261.0,Riverside,0.972313777191826,0.7435728411338167,0.0137112722478576,0.0096242584047462,0.0166117336849044,0.001318391562294,0.187475280158207,0.027686222808174
92277,23911,0.14,0.2,0.196,0.266,0.048,0.107,0.049,0.063,0.263,0.174,0.083,0.307,0.027999999999999997,16322,0.06419639496466062,0.18924344443979757,0.3037095897285768,0.12546526703191,0.6985906068336749,167.0,46.0,43080.0,0.520598696,0.479401304,0.004742146,0.099733254,0.139893302,0.114404268,0.161825726,0.02015412,0.068168346,0.101956135,0.09795495,0.191167753,,3.0,3.0,764.0,249.0,San Bernardino,0.9268537493203964,0.7177031491782025,0.0784994354062983,0.0126301702145456,0.0370540755300907,0.0141775751746058,0.0667893438166534,0.0731462506796035
92278,3846,0.152,0.045,0.309,0.109,0.008,0.086,0.011000000000000001,0.022000000000000002,0.106,0.133,0.017,0.221,0.006,4158,0.01638065522620905,0.6970878835153406,0.3161726469058762,0.0514820592823713,1.0811232449297972,,0.0,51818.0,0.511695149,0.488304851,0.058303124,0.092698084,0.211721043,0.080182979,0.068789919,0.062920766,0.081693423,0.20015536,0.078499914,0.065035388,1.0,,,,,San Bernardino,0.9654186167446698,0.7735309412376495,0.0668226729069162,0.0174206968278731,0.0364014560582423,0.0046801872074883,0.0665626625065002,0.0345813832553302
92281,2432,0.28800000000000003,0.21600000000000003,0.157,0.32,0.052000000000000005,0.1,0.069,0.068,0.32,0.154,0.155,0.368,0.039,1701,0.22779605263157895,0.19284539473684212,0.23766447368421054,0.04111842105263158,0.733141447368421,15.0,,33214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Imperial,0.9679276315789472,0.4753289473684211,0.0086348684210526,0.0217927631578947,0.0053453947368421,0.0,0.4568256578947368,0.0320723684210526
92282,1239,0.179,0.287,0.153,0.382,0.065,0.107,0.087,0.106,0.377,0.21100000000000002,0.146,0.387,0.048,1097,0.20258272800645682,0.19128329297820823,0.30912025827280065,0.1824051654560129,0.8999192897497982,14.0,,38396.0,0.496333462,0.503666538,0.05364724,0.120030876,0.136626785,0.090698572,0.095329988,0.043226553,0.126592049,0.147819375,0.094944037,0.091084523,,,,,,Riverside,0.9636803874092008,0.7441485068603713,0.0419693301049233,0.0274414850686037,0.0250201775625504,0.0,0.1251008878127522,0.036319612590799
92283,3158,0.217,0.307,0.14,0.41200000000000003,0.07,0.13,0.115,0.133,0.35200000000000004,0.264,0.19699999999999998,0.409,0.068,1144,0.09816339455351489,0.1447118429385687,0.09119696010132995,0.02818239392020266,0.3825205826472451,35.0,,22100.0,0.551020408,0.448979592,0.02696793,0.123906706,0.150145773,0.132653061,0.117346939,0.012390671,0.037172012,0.145043732,0.126822157,0.12755102,,1.0,1.0,44.0,22.0,Imperial,0.9385687143761876,0.3758708043065231,0.0170994300189993,0.4455351488283723,0.0079164027865737,0.0,0.0921469284357188,0.0614312856238125
92284,25095,0.129,0.3,0.157,0.365,0.08,0.10400000000000001,0.081,0.09300000000000001,0.359,0.177,0.122,0.32799999999999996,0.044000000000000004,20134,0.09659294680215182,0.25228133094241884,0.33058378162980673,0.12285315799960152,0.8333532576210401,345.0,97.0,42360.0,0.458432304,0.541567696,0.024346793,0.121733967,0.090855107,0.099168646,0.122327791,0.027909739,0.146674584,0.135391924,0.103325416,0.128266033,1.0,11.0,7.0,764.0,249.0,San Bernardino,0.9609483960948396,0.8408049412233513,0.0284917314206017,0.0113568439928272,0.0202829248854353,0.0021518230723251,0.0578601315002988,0.0390516039051603
92285,2632,0.124,0.355,0.13699999999999998,0.428,0.091,0.105,0.105,0.11599999999999999,0.409,0.19,0.154,0.353,0.055,2219,0.10220364741641337,0.24962006079027355,0.3985562310030395,0.09270516717325228,0.8575227963525835,51.0,15.0,31810.0,0.481399435,0.518600565,0.030899091,0.086586204,0.11588114,0.125811626,0.122221373,0.026277595,0.087235505,0.123825529,0.135245589,0.146016347,,,,,,San Bernardino,0.9696048632218844,0.8795592705167173,0.0091185410334346,0.0205167173252279,0.009498480243161,0.0003799392097264,0.050531914893617,0.0303951367781155
92301,32725,0.259,0.193,0.17,0.294,0.038,0.11,0.05,0.065,0.27399999999999997,0.20199999999999999,0.11599999999999999,0.37799999999999995,0.032,22465,0.21824293353705118,0.20748663101604278,0.22496562261268144,0.03578304048892284,0.7264782276546983,220.0,53.0,44574.0,0.543209877,0.456790123,0.009053498,0.049382716,0.14526749,0.095473251,0.244032922,0.001234568,0.027160494,0.086419753,0.147736626,0.194238683,,6.0,5.0,764.0,249.0,San Bernardino,0.9445378151260504,0.4457754010695187,0.2003361344537815,0.0129258976317799,0.0191596638655462,0.0060198624904507,0.2603208556149732,0.0554621848739495
92307,37630,0.141,0.262,0.165,0.33399999999999996,0.069,0.102,0.065,0.075,0.332,0.16399999999999998,0.113,0.325,0.037000000000000005,28552,0.10005314908317832,0.2256975817167154,0.3035875631145363,0.12941801753919746,0.7919479138984853,421.0,111.0,60732.0,0.435312024,0.564687976,0.053272451,0.00913242,0.083713851,0.140030441,0.149162861,0.073059361,0.085235921,0.054794521,0.193302892,0.158295282,1.0,19.0,9.0,764.0,249.0,San Bernardino,0.9477810257773054,0.7064576136061653,0.0881211799096465,0.0110550093010895,0.0249534945522189,0.0041722030294977,0.1130215253786872,0.0522189742226946
92308,39837,0.15,0.27399999999999997,0.157,0.348,0.07400000000000001,0.10099999999999999,0.069,0.078,0.34700000000000003,0.163,0.11900000000000001,0.325,0.039,30586,0.10640861510655923,0.24863820066772097,0.2941737580641113,0.11855812435675377,0.8092476843135779,493.0,147.0,52330.0,0.485018774,0.514981226,0.044956448,0.082454213,0.134588368,0.116580245,0.1064395,0.045365143,0.097907993,0.142200312,0.116656875,0.112850903,,4.0,1.0,764.0,249.0,San Bernardino,0.950297462158295,0.6982955543841153,0.0826367447347942,0.0115721565378919,0.0300976479152546,0.0037402414840474,0.1239551171021914,0.0497025378417049
92310,8845,0.14300000000000002,0.085,0.258,0.14800000000000002,0.017,0.095,0.013000000000000001,0.026000000000000002,0.15,0.158,0.03,0.278,0.009000000000000001,6226,0.024646693046919164,0.2455624646693047,0.2629734313171283,0.17071791972866027,0.7089881288863765,,0.0,54787.0,0.473776224,0.526223776,0.0,0.104895105,0.15034965,0.120629371,0.097902098,0.141608392,0.054195804,0.195804196,0.097902098,0.036713287,,,,,,San Bernardino,0.9166760881854156,0.6196721311475409,0.1227812323346523,0.0116449971735443,0.0454494064443188,0.0135669869983041,0.1035613340870548,0.0833239118145845
92311,31894,0.20199999999999999,0.252,0.157,0.341,0.057999999999999996,0.109,0.069,0.083,0.32899999999999996,0.195,0.133,0.36200000000000004,0.040999999999999995,22820,0.15877594531886877,0.22703329779895906,0.26506552956668966,0.0646203047595159,0.7513952467548756,360.0,85.0,43395.0,0.599371961,0.400628039,0.081138574,0.112641815,0.373075365,0.026235818,0.006280389,0.082759319,0.092787682,0.198946515,0.02350081,0.002633712,4.0,10.0,5.0,764.0,249.0,San Bernardino,0.9279174766413746,0.564651658619176,0.1172634351288643,0.022229886499028,0.0280617043958111,0.0107857277230827,0.1849250642754123,0.0720825233586254
92313,12025,0.13699999999999998,0.215,0.179,0.281,0.06,0.09,0.048,0.052000000000000005,0.31,0.13,0.092,0.294,0.027999999999999997,10100,0.07933471933471933,0.24765072765072765,0.30586278586278587,0.20706860706860708,0.8577962577962578,107.0,35.0,71971.0,0.460273809,0.539726191,0.049231781,0.109702876,0.12596401,0.095504275,0.079870867,0.04220721,0.116727447,0.164942907,0.118640521,0.097208107,3.0,7.0,3.0,764.0,249.0,San Bernardino,0.9478586278586278,0.6573804573804574,0.0556340956340956,0.0099792099792099,0.0643659043659043,0.0026611226611226,0.1578378378378378,0.0521413721413721
92314,10162,0.11900000000000001,0.285,0.168,0.34299999999999997,0.075,0.10099999999999999,0.068,0.08199999999999999,0.35700000000000004,0.17,0.11,0.325,0.037000000000000005,8600,0.08915567801613855,0.2631371777209211,0.3588860460539264,0.13511119858295612,0.8773863412714032,98.0,22.0,53932.0,0.47549215,0.52450785,0.036024548,0.074998007,0.161711963,0.120985096,0.081772535,0.019765681,0.064238463,0.172630908,0.146568901,0.121303897,2.0,2.0,1.0,764.0,249.0,San Bernardino,0.9587679590631766,0.8291674867152136,0.0070852194449911,0.0144656563668569,0.0083644951781145,0.0025585514662468,0.0971265498917536,0.0412320409368234
92315,5094,0.121,0.297,0.158,0.358,0.083,0.098,0.076,0.083,0.377,0.151,0.115,0.315,0.04,4196,0.08539458186101295,0.19572045543776992,0.31566548881036516,0.22693364742834707,0.8402041617589321,54.0,11.0,51155.0,0.506016689,0.493983311,0.046288977,0.080808081,0.109266579,0.136758893,0.132894159,0.016688625,0.100834431,0.11831357,0.119191919,0.138954765,2.0,4.0,2.0,764.0,249.0,San Bernardino,0.9672163329407144,0.8390263054574009,0.0043188064389477,0.0094228504122497,0.0153121319199057,0.0019630938358853,0.097173144876325,0.0327836670592854
92316,30830,0.263,0.183,0.172,0.27,0.042,0.09699999999999999,0.047,0.054000000000000006,0.28300000000000003,0.157,0.113,0.34700000000000003,0.027999999999999997,21130,0.23078170613039248,0.1907233214401557,0.19396691534219915,0.06989944858903666,0.7208887447291599,165.0,41.0,57772.0,0.498761197,0.501238803,0.024394892,0.069754145,0.119878026,0.137030684,0.14770345,0.025538403,0.080617496,0.122355632,0.116828664,0.155898609,1.0,2.0,2.0,764.0,249.0,San Bernardino,0.9591307168342524,0.5298734998378203,0.0430100551410963,0.0118391177424586,0.016347713266299,0.001946156341226,0.3561141745053519,0.0408692831657476
92352,8004,0.099,0.28,0.16699999999999998,0.336,0.078,0.096,0.064,0.07200000000000001,0.36,0.141,0.10400000000000001,0.307,0.034,4460,0.026611694152923537,0.10982008995502249,0.21714142928535732,0.20364817591204398,0.5752123938030984,65.0,15.0,82398.0,0.418803419,0.581196581,0.037037037,0.031339031,0.13960114,0.132478632,0.078347578,0.055555556,0.037037037,0.092592593,0.209401709,0.186609687,1.0,4.0,2.0,764.0,249.0,San Bernardino,0.9637681159420288,0.8739380309845077,0.0081209395302348,0.0061219390304847,0.012743628185907,0.0019990004997501,0.0608445777111444,0.036231884057971
92354,21559,0.134,0.207,0.15,0.29,0.057999999999999996,0.087,0.051,0.051,0.307,0.127,0.099,0.256,0.03,18142,0.09378913678742057,0.1438378403450995,0.23006632960712464,0.37381140127093093,0.8614499744886126,216.0,64.0,57855.0,0.471853711,0.528146289,0.012728577,0.089996414,0.110254572,0.109358193,0.149515956,0.020078881,0.077626389,0.133022589,0.114019362,0.183399068,3.0,27.0,18.0,764.0,249.0,San Bernardino,0.9474929263880514,0.4626837979498121,0.084512268658101,0.0038499002736676,0.3015445985435317,0.0069576510969896,0.0879447098659492,0.0525070736119486
92320,7788,0.11900000000000001,0.293,0.16,0.361,0.09300000000000001,0.08800000000000001,0.075,0.077,0.369,0.128,0.111,0.301,0.039,7051,0.10978428351309708,0.29198767334360554,0.3418079096045198,0.1617873651771957,0.9323317925012841,124.0,33.0,56051.0,0.506061873,0.493938127,0.036057692,0.10451505,0.176247213,0.126149666,0.063092252,0.023028149,0.100264771,0.175829153,0.110542085,0.084273969,1.0,1.0,1.0,569.0,261.0,Riverside,0.9700821777092964,0.8614535182331793,0.0112994350282485,0.0127118644067796,0.0115562403697996,0.0011556240369799,0.0719054956343091,0.0299178222907036
92321,1522,0.107,0.231,0.191,0.284,0.067,0.09,0.05,0.055,0.32299999999999995,0.11900000000000001,0.084,0.28800000000000003,0.027000000000000003,856,0.07687253613666228,0.15505913272010513,0.22010512483574243,0.11038107752956636,0.5624178712220762,,0.0,47222.0,0.502456301,0.497543699,0.014166571,0.094824632,0.101565178,0.132525991,0.159373929,0.016565749,0.068890666,0.108305724,0.121101337,0.182680224,,,,,,San Bernardino,0.954664914586071,0.8547963206307491,0.0019710906701708,0.0032851511169513,0.0085413929040735,0.0052562417871222,0.0808147174770039,0.045335085413929
92322,1257,0.096,0.27699999999999997,0.177,0.33,0.075,0.098,0.062,0.073,0.35100000000000003,0.153,0.1,0.311,0.034,560,0.0,0.09466984884645982,0.1654733492442323,0.18536197295147175,0.44550517104216386,,,76437.11,0.474088292,0.525911708,0.018234165,0.012476008,0.145873321,0.147792706,0.149712092,0.011516315,0.136276392,0.135316699,0.142034549,0.100767754,,,,,,San Bernardino,0.933969769291965,0.8743038981702467,0.0031821797931583,0.0095465393794749,0.0103420843277645,0.0015910898965791,0.0350039777247414,0.066030230708035
92324,56505,0.22699999999999998,0.18,0.172,0.267,0.043,0.094,0.044000000000000004,0.047,0.275,0.14300000000000002,0.10800000000000001,0.335,0.027000000000000003,43494,0.1713476683479338,0.21575081851163613,0.2578355897708167,0.12480311476860455,0.8029731882134324,331.0,88.0,54435.0,0.495535714,0.504464286,0.05952381,0.052083333,0.069940476,0.114583333,0.199404762,0.0,0.055059524,0.026785714,0.12797619,0.294642857,,37.0,8.0,764.0,249.0,San Bernardino,0.9494558003716486,0.4448101937881603,0.091779488540837,0.0130961861782143,0.0486505618971772,0.0031324661534377,0.3479869038138218,0.0505441996283514
92325,9391,0.098,0.261,0.182,0.314,0.07,0.098,0.057,0.068,0.33899999999999997,0.152,0.096,0.311,0.031,6452,0.04227451815568097,0.13960174635289108,0.34618251517410287,0.15898200404642743,0.6985411564263657,84.0,21.0,64667.0,0.475471887,0.524528113,0.037684253,0.096061495,0.172180351,0.105099046,0.064446742,0.039768559,0.101247249,0.184035883,0.117288068,0.082188355,,,,,,San Bernardino,0.94697050367373,0.8622084974976041,0.0109679480353529,0.0127781918858481,0.0087317644553295,0.0019167287828772,0.0503673730167181,0.0530294963262698
92371,16763,0.155,0.256,0.171,0.325,0.062,0.10300000000000001,0.063,0.079,0.33399999999999996,0.184,0.114,0.33399999999999996,0.036000000000000004,13301,0.12664797470619818,0.2689256099743483,0.3112807969933783,0.08661934021356558,0.8139354530811908,171.0,39.0,57692.0,0.501472031,0.498527969,0.035328754,0.122669284,0.156035329,0.092247301,0.095191364,0.004906771,0.161923454,0.108930324,0.146221786,0.076545633,,,,,,San Bernardino,0.9554375708405416,0.74652508500865,0.0186124202111793,0.0096044860705124,0.033884149615224,0.0025651732983356,0.1442462566366402,0.0445624291594583
92337,37849,0.20800000000000002,0.154,0.187,0.23800000000000002,0.037000000000000005,0.08900000000000001,0.033,0.037000000000000005,0.256,0.131,0.09,0.319,0.021,28401,0.1467938386747338,0.22555417580385215,0.256281539802901,0.12174694179502761,0.7860973869851251,134.0,18.0,83081.0,0.496705509,0.503294491,0.035822504,0.110609481,0.169645944,0.127295467,0.053332113,0.025867854,0.108036931,0.161348708,0.140432758,0.06760824,,3.0,0.0,764.0,249.0,San Bernardino,0.953499431953288,0.4801183650823007,0.1061322624111601,0.0082432825173716,0.0662368886892652,0.0017437713017516,0.2910248619514386,0.0465005680467119
92335,95397,0.28300000000000003,0.179,0.171,0.268,0.04,0.098,0.047,0.054000000000000006,0.276,0.163,0.113,0.35600000000000004,0.027999999999999997,69825,0.241821021625418,0.23990272230782939,0.1892931643552732,0.06092434772581947,0.7640701489564662,472.0,90.0,53099.0,0.522959184,0.477040816,0.058673469,0.0,0.104591837,0.053571429,0.306122449,0.0,0.0,0.048469388,0.045918367,0.382653061,1.0,9.0,5.0,764.0,249.0,San Bernardino,0.9549566548214304,0.4859901254756439,0.0478736228602576,0.0119605438326152,0.0161325827856221,0.0035116408272796,0.3894881390400117,0.0450433451785695
92336,88419,0.177,0.16399999999999998,0.184,0.248,0.039,0.08900000000000001,0.034,0.039,0.266,0.132,0.09,0.309,0.022000000000000002,70776,0.12829821644669132,0.2160621585858243,0.28518757280674967,0.1709134914441466,0.8420927628677094,396.0,84.0,92569.0,0.502024047,0.497975953,0.041034781,0.113759491,0.184641411,0.112389987,0.050198377,0.033875093,0.108200914,0.173755866,0.12079834,0.061345739,1.0,8.0,4.0,764.0,249.0,San Bernardino,0.9482916567706036,0.4633958764518938,0.1323471199629039,0.008923421436569,0.1061762743301779,0.0023863649215666,0.2350625996674923,0.0517083432293963
92345,78715,0.19899999999999998,0.23600000000000002,0.16699999999999998,0.313,0.055999999999999994,0.10300000000000001,0.061,0.07400000000000001,0.315,0.18100000000000002,0.11599999999999999,0.34700000000000003,0.035,57572,0.15737788223337357,0.267611001715048,0.23715937241948803,0.06924982531918948,0.7668169980308709,712.0,178.0,51118.0,0.514497409,0.485502591,0.031735835,0.114051994,0.145316716,0.14201893,0.081373935,0.024754807,0.111782089,0.146558739,0.109983297,0.092423658,,6.0,2.0,764.0,249.0,San Bernardino,0.95177539223782,0.6268309724957124,0.051883376738868,0.0127802833005145,0.0163374198056278,0.0029473416756653,0.2409959982214317,0.04822460776218
92342,6379,0.11900000000000001,0.298,0.154,0.366,0.086,0.096,0.075,0.08,0.384,0.14800000000000002,0.11800000000000001,0.311,0.040999999999999995,5092,0.07101426555886503,0.17698698855620004,0.3696504154256153,0.18059256936823953,0.8110989183257564,84.0,21.0,69882.0,0.495495495,0.504504505,0.0,0.054054054,0.04954955,0.247747748,0.144144144,0.058558559,0.0,0.099099099,0.081081081,0.265765766,,,,,,San Bernardino,0.9603386110675656,0.7960495375450698,0.0536134190311961,0.0081517479228719,0.0333908136071484,0.0025082301301144,0.0666248628311647,0.0396613889324345
92344,20769,0.156,0.193,0.19399999999999998,0.259,0.049,0.094,0.04,0.049,0.289,0.149,0.086,0.309,0.024,16757,0.11632721845057538,0.2682363137368193,0.3241850835379652,0.0980788675429727,0.8442390100630748,104.0,26.0,83095.0,0.497253971,0.502746029,0.029983672,0.091286923,0.104052249,0.11221612,0.159715007,0.022710405,0.100192964,0.099450794,0.118450349,0.161941517,1.0,2.0,2.0,764.0,249.0,San Bernardino,0.9542587510231596,0.6222254321344312,0.0681303866339255,0.0107371563387741,0.040107853050219,0.0033222591362126,0.2097356637295969,0.0457412489768404
92346,54923,0.16899999999999998,0.223,0.168,0.305,0.055999999999999994,0.098,0.054000000000000006,0.063,0.31,0.156,0.109,0.32299999999999995,0.033,46959,0.17382517342461265,0.2388980936948091,0.28317826775667754,0.1590954609180125,0.8888261748265753,400.0,100.0,66560.0,0.490098648,0.509901352,0.036280599,0.106125929,0.149750335,0.120204604,0.077737182,0.043746194,0.112690294,0.145280721,0.121873097,0.086311046,,13.0,8.0,764.0,249.0,San Bernardino,0.9459060867032026,0.5694699852520801,0.1175827977350108,0.0106512754219543,0.0743040256358902,0.0033683520565154,0.1705296506017515,0.0540939132967973
92347,1692,0.175,0.271,0.16,0.345,0.068,0.10300000000000001,0.07200000000000001,0.085,0.34700000000000003,0.18,0.126,0.341,0.04,589,0.13002364066193853,0.08156028368794327,0.10283687943262411,0.03368794326241135,0.36879432624113473,11.0,,38438.0,0.525455314,0.474544686,0.039854675,0.106534914,0.159387381,0.139828053,0.07985029,0.038179056,0.08005387,0.149662527,0.124105423,0.082543809,,,,,,San Bernardino,0.9615839243498818,0.6843971631205674,0.0289598108747044,0.0141843971631205,0.0088652482269503,0.0005910165484633,0.2245862884160756,0.0384160756501182
92356,6455,0.155,0.309,0.15,0.387,0.075,0.106,0.08800000000000001,0.10400000000000001,0.369,0.2,0.14300000000000002,0.358,0.048,4908,0.13477924089852827,0.2921766072811774,0.25824941905499615,0.07513555383423702,0.7910147172734314,99.0,25.0,31008.0,0.459410431,0.540589569,0.021043084,0.066938776,0.16952381,0.100589569,0.101315193,0.02399093,0.065260771,0.17047619,0.13260771,0.148253968,,,,,,San Bernardino,0.955693261037955,0.7724244771494965,0.0308288148721921,0.0187451587916343,0.0168861347792408,0.0009295120061967,0.1158791634391944,0.0443067389620449
92359,8103,0.131,0.209,0.191,0.27,0.057,0.09300000000000001,0.045,0.052000000000000005,0.3,0.138,0.086,0.298,0.026000000000000002,7035,0.09996297667530545,0.23411082315191903,0.35295569542144883,0.18116746883870172,0.9211403184005924,64.0,15.0,65352.0,0.538781163,0.461218837,0.0,0.088642659,0.114958449,0.180055402,0.155124654,0.0,0.0,0.056786704,0.152354571,0.252077562,3.0,1.0,0.0,764.0,249.0,San Bernardino,0.9514994446501296,0.7076391459953104,0.0471430334444033,0.0143156855485622,0.0376403801061335,0.0032086881401949,0.1415525114155251,0.0485005553498704
