,ZCTA5,insurance_access,ARTHRITIS_CrudePrev,DRINKING,BPHIGH_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,COPD_CrudePrev,HIGHCHOL_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev
30439,86514,19.0,28.7,13.3,36.9,6.8,14.1,10.5,13.2,30.8,27.6,18.7,39.4,7.2
30440,84053,16.6,27.4,11.5,29.3,6.6,10.7,6.1,6.6,30.4,14.8,9.7,33.1,3.2
30441,94903,7.9,25.0,16.0,28.1,9.1,8.3,5.8,5.1,31.7,9.1,8.5,21.4,3.1
30442,97490,11.0,32.3,17.4,33.2,8.3,11.1,7.1,7.7,34.7,16.9,10.4,30.5,3.7
30443,99692,15.5,14.9,17.6,26.4,3.7,7.3,3.3,4.0,27.4,18.6,7.7,24.3,2.1
30444,89402,7.1,21.8,19.6,26.0,7.7,9.1,4.3,4.5,35.0,9.7,6.4,25.2,2.3
30445,85933,12.5,33.0,11.0,40.5,10.5,9.7,9.4,10.5,41.8,12.8,14.4,32.7,4.9
30446,97338,12.1,30.1,18.7,33.5,8.7,10.4,7.1,7.3,32.5,17.2,9.9,30.6,3.7
30447,96743,10.1,21.3,20.9,27.7,6.4,10.1,5.7,5.4,27.9,16.9,9.5,24.8,3.3
30448,90704,16.8,19.6,18.6,26.6,5.8,8.0,5.1,5.4,28.2,12.7,9.6,28.5,2.9
30449,95020,17.3,16.9,18.4,23.6,5.1,8.6,4.3,4.7,26.3,12.0,9.4,27.1,2.5
30450,87527,18.5,29.0,13.1,35.8,7.1,8.8,7.6,6.9,33.7,16.6,16.4,32.9,4.0
30451,97331,14.4,5.4,24.0,8.5,0.7,14.0,0.9,2.5,8.0,12.9,1.3,19.9,0.6
30452,98007,10.4,16.1,17.1,22.3,5.4,7.9,3.4,3.1,25.7,8.5,6.2,18.4,1.9
30453,91916,9.3,26.5,18.6,32.7,7.6,8.9,6.0,7.1,34.1,14.0,9.7,24.4,3.3
30454,97410,13.5,38.3,13.0,42.1,10.4,11.3,11.3,12.1,39.9,21.5,15.3,37.6,5.8
30455,99661,17.8,18.5,16.0,31.8,4.4,8.8,5.3,5.8,28.6,24.4,11.3,31.8,3.3
30456,89124,12.9,26.4,17.1,35.1,7.9,9.4,7.5,9.4,37.6,19.3,10.5,28.8,3.8
30457,95306,9.4,28.0,17.3,33.3,8.3,9.6,7.4,7.7,35.5,14.7,11.1,27.7,3.8
30458,93603,7.4,27.7,15.8,34.3,9.0,9.0,7.1,6.8,36.3,11.7,10.4,28.0,3.6
30459,98304,11.0,29.6,15.9,37.6,8.2,10.3,7.0,7.6,37.7,19.1,11.7,32.7,3.7
30460,94558,13.1,23.3,18.4,28.9,7.4,8.9,5.7,5.8,31.6,12.2,9.6,28.6,3.1
30461,94509,16.8,21.9,17.3,28.7,5.8,10.3,5.6,6.5,28.1,15.7,11.3,29.1,3.4
30462,90027,11.7,17.6,18.8,24.6,5.7,7.6,4.5,4.4,26.8,10.9,8.1,24.0,2.5
30463,84667,17.4,28.8,10.5,29.0,7.0,10.1,6.6,6.6,30.6,13.2,10.5,31.2,3.4
30464,97020,11.3,23.7,20.6,26.8,6.5,10.4,4.5,5.1,26.4,14.2,7.5,33.1,2.5
30465,92055,14.0,3.3,34.9,9.0,0.7,7.7,0.8,1.7,8.8,10.7,1.2,15.5,0.5
30466,85321,21.0,32.3,12.5,41.8,9.1,11.4,11.1,11.9,37.4,22.1,16.2,35.0,5.9
30467,83810,15.4,31.1,14.7,35.9,8.3,10.2,7.7,7.7,34.9,18.2,11.8,33.0,3.8
30468,97865,12.9,36.7,14.3,40.5,10.0,10.9,10.1,10.3,39.3,19.1,13.6,32.1,5.1
30469,84029,13.0,26.7,11.5,27.4,6.2,10.5,4.8,5.4,28.0,11.7,7.9,33.7,2.5
30470,85719,16.5,14.2,20.0,20.4,3.6,11.3,3.5,4.8,21.7,15.4,5.7,26.1,2.0
30471,95123,11.0,16.1,18.7,22.2,5.2,8.1,3.6,3.9,25.6,10.3,7.8,23.2,2.1
30472,86334,19.0,27.9,14.6,34.5,7.4,11.2,7.4,9.8,34.4,21.2,11.2,30.3,3.8
30473,87575,20.5,25.3,14.6,33.4,5.8,8.3,6.9,5.9,31.0,16.2,16.0,34.3,3.6
30474,85542,20.8,26.5,16.3,35.2,5.3,15.9,8.9,13.0,26.7,38.8,16.1,43.7,6.0
30475,89047,14.5,32.1,15.7,40.8,8.8,10.0,9.7,11.7,39.0,23.4,13.3,36.6,4.8
30476,94544,17.9,16.9,16.7,25.1,4.7,8.8,4.1,4.3,26.6,12.8,9.3,26.3,2.5
30477,98248,12.0,26.4,16.9,29.5,7.2,10.4,5.6,6.4,31.3,16.9,9.0,33.1,3.1
30478,93427,11.8,21.1,18.8,26.5,7.1,8.9,5.1,5.5,31.5,12.2,8.7,24.8,2.8
30479,94561,13.8,18.4,20.2,23.6,5.2,9.4,4.0,4.8,25.8,13.6,8.6,26.2,2.4
30480,94404,7.0,16.9,16.6,23.3,6.1,7.3,3.6,3.2,30.6,7.8,7.6,16.9,2.0
30481,96754,8.7,22.0,22.9,25.3,6.1,9.2,4.4,4.3,26.9,13.6,8.7,24.9,2.6
30482,95134,8.3,9.4,18.9,15.1,3.0,6.6,1.8,2.0,18.8,7.7,4.7,16.8,1.2
30483,84060,13.9,22.5,13.9,21.2,5.6,8.6,3.9,3.8,29.1,7.6,7.0,22.8,2.1
30484,89104,29.0,22.5,15.2,33.9,5.7,9.9,7.6,9.5,33.3,21.7,13.5,33.6,4.1
30485,95546,12.9,26.6,17.5,33.8,6.2,13.5,8.4,10.4,27.0,27.6,15.0,36.0,5.5
30486,93527,9.1,29.2,15.5,34.5,8.8,9.8,7.4,8.1,40.2,14.6,11.7,31.5,4.0
30487,97405,9.9,26.8,18.7,27.4,7.6,10.8,5.7,5.6,30.3,12.5,7.9,26.4,3.0
30488,99783,18.6,26.1,18.5,37.7,5.5,12.7,9.8,11.8,30.1,38.6,15.7,44.9,6.0
30489,87321,12.3,33.0,13.1,40.2,8.0,13.3,10.8,13.0,34.2,29.8,17.3,40.3,6.8
30490,84772,13.8,35.3,7.8,36.9,9.4,10.0,8.6,8.0,38.0,10.6,13.5,33.2,4.2
30491,95459,11.2,26.2,18.2,33.0,8.4,9.6,7.0,7.5,32.7,14.3,11.0,29.3,3.8
30492,84043,12.4,17.0,8.6,18.3,4.3,8.8,2.7,3.2,22.4,6.8,5.0,27.1,1.6
30493,87021,22.1,17.6,18.5,26.8,4.3,8.4,4.6,4.9,26.2,18.2,10.4,36.8,2.6
30494,83847,18.1,30.2,15.5,35.0,7.7,10.3,7.6,8.2,32.9,20.6,11.7,32.2,3.8
30495,99640,14.5,26.3,17.4,35.7,6.0,12.9,7.7,9.6,29.6,31.5,13.1,38.4,4.9
30496,85745,19.3,20.7,16.7,28.4,6.0,9.8,5.3,5.6,31.6,13.9,9.8,29.7,2.9
30497,98948,31.5,22.2,13.5,29.6,5.1,11.1,6.4,6.9,27.9,19.5,13.5,38.2,3.7
30498,98119,7.0,15.9,21.6,20.0,5.3,9.3,2.9,2.9,23.8,8.3,4.7,20.3,1.6
30499,95215,25.2,23.7,17.6,31.7,5.8,11.2,7.1,8.1,31.3,19.1,12.9,35.2,3.9
30500,92518,18.4,42.9,8.6,54.6,14.2,9.0,17.8,14.8,44.0,13.6,19.3,30.9,9.4
30501,90247,20.8,17.6,14.8,29.3,4.8,7.7,5.1,4.7,28.7,12.5,12.5,26.9,3.3
30502,89430,15.8,30.2,15.5,36.9,8.6,9.9,8.0,9.8,38.6,20.8,12.2,36.6,4.1
30503,95033,5.8,21.6,19.5,26.0,7.4,8.4,4.4,4.5,31.0,9.3,7.6,24.9,2.4
30504,97147,10.3,35.2,14.5,38.3,11.1,10.0,8.9,8.3,35.5,14.5,11.5,28.2,4.6
30505,84098,9.4,22.2,14.4,19.8,5.6,8.6,3.4,3.4,28.2,6.9,6.1,21.7,1.8
30506,93606,26.6,16.1,15.0,25.7,3.9,9.1,4.9,4.7,26.1,14.6,12.5,36.2,2.8
30507,95407,19.8,17.7,19.7,23.8,4.6,10.0,4.2,5.4,24.3,16.0,8.4,29.3,2.5
30508,97002,12.3,28.0,18.4,32.4,7.9,10.3,6.2,6.4,31.9,14.9,9.5,33.3,3.3
30509,93926,30.1,15.4,18.9,23.5,4.0,9.3,4.5,4.8,25.2,13.9,11.1,33.6,2.7
30510,98513,10.8,24.1,15.9,28.7,6.5,10.0,4.6,5.1,30.3,14.7,8.4,33.2,2.7
30511,93433,11.8,21.0,20.4,26.0,6.3,9.5,4.8,5.4,29.4,12.8,8.4,25.7,2.7
30512,84337,16.1,26.8,10.6,27.5,5.9,10.6,5.3,5.8,28.7,12.5,8.9,34.6,2.8
30513,97131,10.8,33.2,15.8,36.6,10.1,10.0,8.3,7.9,36.2,15.1,11.1,28.7,4.3
30514,93725,26.9,19.3,14.5,29.3,4.7,9.8,5.8,6.2,27.7,17.0,13.8,37.5,3.4
30515,94587,11.9,16.1,14.3,24.6,4.8,7.2,3.7,3.4,28.5,9.9,9.1,19.6,2.3
30516,95374,21.5,22.9,18.0,30.8,5.7,11.0,6.8,8.8,30.7,20.7,11.6,34.2,3.9
30517,98370,8.8,27.1,14.5,31.4,8.2,9.8,5.6,5.7,33.7,13.7,8.7,30.7,3.0
30518,94708,4.5,23.8,15.6,28.6,9.2,7.7,5.1,3.8,33.7,6.0,7.7,20.6,2.5
30519,92624,9.5,22.7,18.7,27.8,7.8,8.3,5.1,5.2,34.2,11.1,9.0,24.3,2.9
30520,95065,8.5,22.3,19.6,26.5,7.7,8.8,4.9,5.0,31.0,10.4,8.1,26.0,2.7
30521,96052,11.2,31.3,16.1,38.1,8.9,10.0,9.0,9.9,37.6,17.4,13.2,31.4,4.7
30522,86435,11.7,17.4,21.8,22.9,4.7,11.5,4.2,5.4,21.9,23.2,8.0,28.2,2.9
30523,96121,10.8,31.4,16.2,37.7,8.5,10.5,8.6,10.3,37.4,19.0,13.1,31.6,4.6
30524,95391,11.2,14.1,20.0,21.4,3.7,8.5,2.6,3.0,24.0,12.4,6.8,24.2,1.8
30525,97905,12.3,38.0,14.9,43.0,10.8,10.3,10.7,10.2,40.8,16.9,14.4,31.1,5.4
30526,94805,13.0,20.6,16.7,27.5,6.2,9.0,4.7,4.8,29.0,11.4,10.3,25.1,2.9
30527,99748,14.8,25.4,19.4,35.2,6.2,12.0,8.6,9.5,27.4,33.8,14.1,39.8,5.5
30528,88310,13.3,27.0,16.2,31.5,7.2,9.5,6.6,7.0,33.9,17.9,11.0,29.0,3.6
30529,91506,11.6,19.2,18.5,25.6,6.5,7.5,4.5,4.5,29.4,10.5,8.3,24.3,2.6
30530,92342,11.9,29.8,15.4,36.6,8.6,9.6,7.5,8.0,38.4,14.8,11.8,31.1,4.1
30531,87747,16.0,26.7,15.0,33.8,7.4,8.3,7.1,6.3,33.5,14.8,13.4,32.1,3.7
30532,85004,20.5,17.1,17.3,26.7,4.7,10.9,4.9,5.6,25.9,16.5,9.0,30.6,2.6
30533,98846,18.9,26.9,14.7,32.4,7.3,10.7,7.1,8.1,30.9,19.2,11.4,29.7,3.9
30534,95631,9.0,28.0,17.0,32.2,8.3,9.7,6.7,7.6,36.0,15.1,10.3,27.9,3.6
30535,97301,20.8,24.2,18.2,29.8,5.7,11.8,6.1,7.2,25.3,19.3,10.3,38.3,3.4
30536,98253,7.6,35.3,12.6,39.8,11.0,9.9,8.1,7.6,39.4,12.4,12.0,27.1,4.1
30537,83804,20.1,33.5,14.4,39.1,8.8,11.0,10.1,10.9,38.0,22.6,15.1,31.0,5.1
30538,91214,8.5,18.8,17.0,25.3,6.5,7.0,4.3,4.0,30.1,8.9,7.9,20.8,2.4
30539,97837,12.8,31.1,17.9,35.1,8.4,10.6,7.6,8.0,34.7,17.4,11.0,30.5,4.0
30540,98390,11.8,26.8,17.0,34.7,7.6,10.5,6.0,6.5,35.7,17.6,10.2,32.0,3.3
30541,95941,10.4,34.5,13.7,41.4,10.1,10.8,10.3,11.5,39.5,17.6,14.4,33.7,5.5
30542,97495,12.7,33.9,14.4,37.3,9.5,11.0,9.3,9.8,36.3,19.4,12.8,35.7,4.8
30543,88012,17.5,20.8,17.5,28.2,5.2,9.7,5.0,5.7,28.9,17.1,10.8,33.2,2.9
30544,86039,18.4,29.1,12.8,37.8,7.3,14.2,11.0,13.8,31.3,28.2,19.3,41.9,7.4
30545,90020,17.7,13.3,15.1,23.0,3.6,6.7,3.4,3.4,25.5,11.7,9.3,21.6,2.2
30546,93452,13.8,24.5,17.4,30.5,8.2,8.6,6.3,5.9,33.5,10.3,10.2,25.8,3.3
30547,97219,8.0,19.9,24.4,23.5,6.5,9.6,3.8,3.8,26.8,11.6,5.7,23.4,2.1
30548,84737,15.4,27.9,9.7,30.8,7.6,9.3,6.7,6.3,32.8,10.0,9.7,29.8,3.4
30549,94038,8.6,20.3,19.6,25.4,6.9,8.6,4.3,4.3,32.4,9.4,8.0,22.5,2.4
30550,91723,18.2,17.8,17.6,25.6,5.4,7.7,4.6,4.7,27.8,11.7,9.7,27.0,2.7
30551,87712,22.3,26.7,12.9,35.7,7.0,8.4,7.8,6.4,33.5,13.7,16.8,33.6,4.0
30552,98328,11.0,28.1,17.2,36.2,7.6,10.7,6.1,7.1,36.6,19.4,10.6,33.2,3.3
30553,87723,20.7,23.5,13.8,31.4,5.5,8.9,6.3,5.5,30.8,14.9,15.0,33.8,3.4
30554,94112,15.4,17.3,16.4,26.4,5.0,7.3,4.4,4.1,29.8,11.1,11.2,15.6,2.7
30555,92780,16.8,17.2,17.9,23.9,5.4,8.0,4.0,4.2,29.2,11.8,9.1,25.0,2.4
30556,96013,12.3,29.0,16.5,34.1,8.3,10.5,8.1,9.6,35.2,19.1,11.8,29.6,4.5
30557,94015,11.4,16.4,14.6,25.3,5.2,7.2,4.1,3.6,31.2,9.9,10.0,16.6,2.5
30558,90814,11.4,16.7,19.9,23.1,5.3,7.9,3.8,4.0,25.9,10.8,7.1,25.1,2.2
30559,91750,11.5,20.7,17.5,27.4,7.1,7.5,5.0,4.7,30.9,9.6,9.1,24.4,2.8
30560,94132,11.3,16.5,17.8,23.9,4.9,8.7,4.1,4.1,26.0,10.2,8.7,15.3,2.5
30561,84112,15.4,6.3,15.8,10.2,0.8,12.8,0.9,2.1,9.7,8.6,1.9,21.2,0.6
30562,96760,12.5,23.3,19.3,30.7,5.9,10.8,6.9,7.0,29.1,21.2,11.6,27.2,4.0
30563,97641,13.6,34.6,15.1,39.9,9.5,11.0,9.8,10.3,36.7,19.9,13.6,33.7,5.0
30564,91342,24.6,15.9,17.8,24.5,4.5,7.8,4.4,4.4,26.8,12.1,10.5,29.0,2.6
30565,84721,16.5,22.9,11.0,24.7,5.3,10.5,4.8,5.6,27.3,12.2,8.2,31.8,2.6
30566,85045,8.6,17.6,18.7,24.3,5.8,8.9,3.2,3.7,29.4,11.2,6.3,26.1,1.8
30567,83714,15.8,24.0,18.5,30.0,7.2,9.3,5.5,5.6,31.7,13.7,9.4,29.0,2.9
30568,85352,28.0,26.8,14.2,38.7,7.3,10.4,9.0,9.8,38.3,18.2,15.4,38.7,4.6
30569,83541,16.2,37.1,12.6,41.8,10.1,10.5,10.1,10.0,37.7,18.6,15.3,33.9,5.0
30570,92128,7.2,22.3,17.1,28.7,7.8,7.4,4.9,4.4,31.1,8.3,7.7,18.7,2.7
30571,95448,10.3,23.4,18.3,27.9,7.8,9.1,5.4,5.3,30.7,10.6,8.4,25.9,2.9
30572,99363,17.6,28.3,14.6,33.3,7.8,10.6,7.7,8.0,32.4,17.8,11.2,30.6,4.0
30573,88353,20.9,27.5,12.4,36.7,6.9,8.3,7.6,6.2,34.9,15.3,17.6,34.3,4.0
30574,84306,13.1,31.7,9.6,32.0,7.2,10.5,6.6,6.5,33.3,12.2,10.5,35.4,3.3
30575,93523,12.1,17.2,21.7,22.1,4.6,10.1,4.2,5.8,23.7,16.7,7.2,29.9,2.5
30576,95717,8.7,30.0,15.8,35.0,9.4,9.2,7.7,7.8,39.8,13.3,11.4,27.6,4.0
30577,92274,34.8,18.3,16.4,29.1,3.9,9.8,5.9,6.5,28.0,18.0,13.5,38.8,3.3
30578,95988,16.2,25.0,17.8,31.6,7.0,10.2,7.0,8.3,31.6,17.6,11.3,31.1,3.9
30579,98286,7.0,36.2,11.0,38.1,12.1,9.6,8.7,7.4,39.7,10.8,11.5,25.9,4.4
30580,86040,15.2,23.5,18.3,29.5,6.2,11.4,6.2,8.3,27.2,25.2,10.2,29.4,3.9
30581,84628,15.5,31.1,9.8,33.7,7.5,10.2,7.2,7.4,35.0,13.4,11.3,35.6,3.7
30582,95993,13.9,22.1,16.7,29.2,6.4,9.1,5.8,6.3,31.5,14.8,10.6,25.6,3.3
30583,99621,20.2,26.4,16.4,37.0,5.4,14.5,9.6,12.7,27.6,41.3,15.9,40.1,6.4
30584,85255,7.4,23.4,15.8,30.6,8.6,8.8,5.1,4.8,34.8,9.7,8.0,25.7,2.5
30585,97054,12.7,30.2,19.0,33.2,7.5,10.9,6.8,8.1,31.9,21.8,10.6,36.5,3.7
30586,87114,11.9,20.5,16.6,23.0,5.4,9.4,3.8,4.4,25.4,15.5,7.8,26.5,2.2
30587,83633,24.9,34.5,13.2,40.4,8.4,11.0,10.4,10.8,36.7,22.3,15.7,36.4,5.3
30588,85641,11.5,20.5,19.6,26.0,6.2,9.6,4.1,5.1,30.8,14.5,6.7,27.7,2.3
30589,99155,13.3,26.3,16.0,32.3,6.5,13.3,7.7,8.7,26.0,27.8,14.1,34.1,5.1
30590,88005,16.7,24.9,15.8,32.7,6.6,9.7,6.8,7.0,32.4,16.5,12.8,32.7,3.7
30591,92335,28.3,17.9,17.1,26.8,4.0,9.8,4.7,5.4,27.6,16.3,11.3,35.6,2.8
30592,85022,14.9,22.2,16.8,29.9,6.8,10.3,5.3,6.4,31.4,16.2,9.0,29.6,2.8
30593,99516,7.8,20.6,19.1,28.5,6.4,8.8,4.0,4.3,31.4,12.3,6.8,28.9,2.2
30594,95815,20.3,22.2,18.9,29.7,5.3,11.8,6.2,7.9,27.9,19.9,12.3,32.9,3.8
30595,95666,8.9,32.1,15.4,38.3,10.2,9.7,8.8,9.0,38.5,14.4,12.8,29.9,4.6
30596,99565,14.6,28.9,16.0,39.5,7.0,11.8,9.5,10.2,31.6,32.3,14.9,39.6,5.8
30597,97813,12.4,29.6,17.4,31.1,8.3,10.9,7.0,7.8,31.0,17.7,9.9,32.3,3.8
30598,96813,9.5,20.9,16.4,31.7,6.1,9.0,5.1,4.4,31.9,13.1,11.1,24.1,3.2
30599,83830,17.7,32.3,15.1,35.3,8.6,10.1,8.2,8.7,32.9,19.7,12.1,29.9,4.1
30600,85603,18.6,30.4,13.6,40.4,8.6,10.9,9.1,9.7,38.7,19.6,15.0,35.1,4.5
30601,84535,15.1,26.6,9.7,30.1,7.3,9.7,5.7,5.7,31.4,10.4,9.9,31.9,3.1
30602,88317,7.6,34.5,14.0,37.2,9.8,9.3,8.2,8.4,42.1,15.9,12.0,28.2,4.2
30603,99743,10.6,23.0,18.9,30.7,6.0,9.5,5.0,6.2,30.9,19.9,8.1,30.4,2.8
30604,94580,14.9,19.3,15.8,26.6,5.7,8.5,4.7,4.8,29.6,12.3,9.5,24.3,2.8
30605,84334,14.6,26.3,11.3,27.2,5.9,10.1,5.3,5.5,29.3,12.2,8.5,34.0,2.7
30606,92078,11.8,21.7,18.5,28.2,6.9,8.3,5.3,5.4,29.5,11.0,8.4,22.0,2.9
30607,97033,11.5,35.3,14.8,39.0,10.3,10.3,9.6,9.2,37.3,17.7,12.3,31.9,4.7
30608,96707,10.1,17.5,20.6,26.1,4.7,10.2,3.6,3.9,26.9,15.1,8.4,27.1,2.4
30609,95926,11.5,17.9,20.0,23.6,5.3,10.7,4.4,5.4,24.6,13.7,6.8,27.8,2.5
30610,98032,16.5,20.0,17.8,27.4,5.4,10.4,4.5,5.4,27.8,15.4,8.6,26.7,2.8
30611,84084,15.3,21.9,14.7,24.2,4.9,11.0,3.6,4.6,26.4,10.9,7.6,30.3,2.2
30612,97449,12.4,38.8,13.4,44.5,11.1,11.0,11.2,10.7,40.9,18.6,14.6,34.2,5.6
30613,91502,15.2,19.7,17.4,27.0,6.2,8.1,5.5,5.5,27.8,12.3,9.5,26.1,3.1
30614,85534,18.3,28.5,15.4,36.8,8.1,10.0,7.8,8.7,37.3,17.9,13.3,35.3,4.0
30615,95830,10.0,22.1,20.3,27.5,6.9,9.3,5.0,5.4,31.2,12.6,9.6,25.1,2.9
30616,90048,7.3,17.6,20.3,22.9,6.7,7.3,4.0,3.5,26.2,8.4,6.0,21.5,2.2
30617,90405,7.7,17.9,19.7,23.6,6.3,7.4,3.9,3.7,27.6,8.7,6.8,22.6,2.2
30618,93667,8.3,24.5,18.0,29.9,7.7,9.5,5.5,6.0,31.9,13.7,9.4,32.2,3.0
30619,99320,13.5,26.3,15.2,30.7,6.8,11.2,5.8,6.8,34.0,17.6,9.8,32.1,3.2
30620,93003,11.7,21.1,18.4,29.0,7.1,8.7,5.2,5.4,32.2,11.6,8.7,26.2,2.9
30621,97008,13.6,22.8,19.5,28.3,6.9,10.0,5.0,5.2,28.0,13.6,7.9,27.5,2.8
30622,89512,22.5,21.9,17.3,30.0,5.5,11.1,6.6,8.3,32.4,20.3,10.8,32.7,3.7
30623,87062,20.1,24.9,15.4,31.8,5.8,9.5,6.6,7.1,30.8,19.8,13.4,32.7,3.6
30624,93307,31.0,19.0,15.6,28.2,4.1,10.8,5.7,6.9,27.3,19.5,13.5,38.8,3.6
30625,89018,20.0,28.3,15.7,37.8,7.3,11.0,9.0,12.9,39.0,26.9,13.0,33.2,4.7
30626,87305,14.5,27.2,14.1,35.1,6.2,13.6,9.6,11.9,28.1,29.1,16.4,40.0,6.5
30627,97626,13.4,34.2,16.1,39.5,9.6,10.4,9.1,9.5,39.5,18.8,12.8,32.3,4.9
30628,92026,15.0,22.1,18.4,29.1,6.5,8.5,5.4,5.9,30.5,12.8,9.2,23.8,3.0
30629,93644,10.3,31.2,14.9,36.9,9.7,9.7,8.6,8.9,36.6,14.0,12.4,28.6,4.6
30630,97109,10.5,24.8,20.6,29.8,7.4,10.0,5.1,5.6,32.0,15.1,7.9,28.6,2.8
30631,85143,16.2,19.5,21.1,23.8,5.1,10.2,3.7,5.4,27.3,19.4,7.6,32.7,2.2
30632,95690,19.4,24.7,18.3,31.2,6.8,10.3,7.2,7.8,31.4,15.7,12.9,31.0,4.0
30633,99606,15.2,22.4,19.0,31.4,5.1,12.9,6.2,8.2,25.9,31.6,11.3,37.6,4.1
30634,86545,19.3,26.6,14.3,34.9,6.3,14.4,9.8,12.9,27.5,28.5,17.5,38.7,6.8
30635,93646,36.8,19.3,13.9,30.1,3.8,11.0,6.6,7.4,26.9,20.9,16.1,44.5,3.8
30636,84749,14.5,29.8,10.2,30.2,7.2,10.0,6.4,6.6,32.9,12.1,9.9,32.8,3.3
30637,92586,12.6,36.3,11.9,44.6,12.0,8.7,10.6,9.8,42.6,11.4,14.9,30.1,5.6
30638,90717,13.5,18.6,17.7,25.9,5.9,7.6,4.5,4.6,28.7,11.2,9.0,24.7,2.6
30639,98349,10.3,29.0,16.7,36.8,7.9,10.9,6.3,7.1,37.5,18.1,11.0,33.1,3.4
30640,85210,25.2,18.2,17.0,27.8,4.6,10.8,4.9,6.3,28.0,19.4,10.0,33.9,2.7
30641,93241,38.8,16.4,16.2,25.6,3.5,10.4,5.4,6.1,27.7,19.0,13.4,38.6,3.1
30642,95678,10.6,19.3,19.7,23.7,5.8,9.2,4.3,4.9,27.8,12.7,7.4,25.1,2.4
30643,88065,12.9,26.9,14.9,30.6,8.1,8.6,6.4,6.2,31.0,13.9,10.2,29.4,3.4
30644,95385,18.1,24.5,19.1,32.0,6.3,10.5,6.7,8.0,33.7,18.3,11.6,31.9,3.7
30645,85620,29.1,21.2,14.2,32.9,5.7,9.9,6.8,5.9,31.5,16.0,14.9,36.9,3.4
30646,95570,8.3,28.6,16.9,34.2,8.2,10.0,7.4,7.9,33.7,14.1,11.2,28.0,3.9
30647,86326,17.5,29.6,13.5,35.9,8.8,10.6,8.0,9.5,34.9,18.1,11.1,28.3,4.1
30648,90010,15.0,15.4,13.2,25.9,4.4,6.4,4.3,4.1,27.2,12.2,10.2,18.2,2.7
30649,95348,18.7,18.9,17.2,27.2,5.0,10.0,5.2,6.1,27.2,15.5,10.4,30.8,3.1
30650,95356,12.6,22.1,19.1,29.3,6.3,9.7,5.3,6.1,31.4,14.4,9.8,27.3,3.0
30651,96110,10.1,32.4,15.3,38.4,9.9,9.7,8.8,9.4,37.8,15.6,12.9,30.9,4.6
30652,84660,14.9,19.4,8.1,21.0,4.8,9.2,3.5,4.1,24.8,7.8,6.3,28.7,2.1
30653,96792,14.3,22.6,19.4,32.8,5.4,13.0,5.9,7.1,29.7,21.9,12.3,36.0,3.9
30654,87052,12.4,28.0,15.8,32.9,5.7,14.1,8.5,10.8,26.4,36.5,15.0,39.5,5.7
30655,84726,13.4,32.7,9.2,33.7,8.2,10.0,7.3,7.1,35.7,11.4,11.2,31.1,3.7
30656,96143,15.7,17.5,20.3,22.9,4.7,8.9,4.1,4.7,26.7,13.6,7.8,28.8,2.3
30657,99218,10.0,26.0,15.5,27.6,7.5,11.1,5.9,5.9,29.8,13.8,8.3,28.5,3.1
30658,91377,6.0,18.9,19.3,25.5,6.6,8.3,3.7,3.9,31.5,8.9,6.7,22.9,2.1
30659,99012,10.3,31.5,14.2,33.3,9.0,10.6,7.5,7.4,33.5,16.5,10.2,31.5,3.9
30660,85336,39.6,21.1,13.4,34.9,4.8,10.5,7.5,7.3,33.8,17.5,17.8,42.7,4.0
30661,94503,12.9,18.2,17.1,25.9,5.2,8.3,4.1,4.3,28.7,12.1,9.5,25.2,2.5
30662,93544,15.2,29.4,14.5,38.3,8.7,8.7,9.2,9.5,37.0,15.4,14.3,30.3,5.0
30663,85307,18.9,16.0,19.2,24.3,4.4,10.3,3.6,4.8,25.6,16.6,7.7,30.0,2.1
30664,94539,6.8,15.7,12.9,23.6,5.3,6.2,3.3,2.6,30.1,6.9,7.9,15.4,1.9
30665,98236,8.3,30.5,14.9,34.5,9.2,10.0,6.5,6.5,35.5,13.2,10.0,26.7,3.4
30666,95375,7.3,33.4,15.3,39.1,11.0,8.9,8.2,7.9,40.3,11.9,11.8,26.6,4.2
30667,87004,19.0,24.1,14.6,29.9,5.9,9.3,6.1,6.0,30.1,16.8,13.1,33.7,3.4
30668,83836,16.1,35.2,13.2,40.0,10.1,10.4,10.1,10.0,39.1,18.2,14.7,29.1,5.0
30669,85550,20.6,29.8,17.3,36.0,5.9,16.1,10.1,14.2,28.2,39.8,17.4,39.9,6.6
30670,93514,10.4,25.9,17.7,31.8,8.4,9.3,6.5,6.8,33.9,13.6,10.1,27.1,3.5
30671,96717,10.1,22.3,21.5,31.0,6.3,12.3,5.5,5.8,29.3,17.1,10.2,33.7,3.5
30672,84633,15.8,24.5,7.0,25.9,6.0,9.4,4.7,5.4,29.3,8.5,8.3,30.9,2.7
30673,99143,9.3,30.9,15.1,35.9,10.1,10.2,7.9,7.3,36.7,12.4,11.0,27.4,4.0
30674,91902,12.4,21.8,17.2,29.7,6.8,7.7,5.1,4.8,31.9,9.6,9.8,22.4,2.8
30675,93105,8.6,23.0,17.3,28.3,8.8,8.5,5.7,5.1,32.4,9.3,8.5,22.4,3.0
30676,95637,12.6,30.9,14.5,37.2,8.9,10.2,8.3,9.0,35.5,15.4,13.8,32.4,4.6
