,ZCTA5,insurance_access,ARTHRITIS_CrudePrev,DRINKING,BPHIGH_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,COPD_CrudePrev,HIGHCHOL_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev
7824,17974,10.1,34.9,15.7,38.8,9.6,10.2,8.5,9.3,38.2,21.1,12.1,33.8,4.2
7825,27889,20.3,31.6,13.4,40.3,7.7,10.4,8.4,10.1,35.8,22.5,14.8,38.9,4.9
7826,13850,8.8,28.5,17.6,34.2,8.6,9.7,6.8,7.4,35.2,14.0,9.8,27.9,3.3
7827,1089,9.7,27.0,18.9,30.2,7.6,10.8,6.1,6.7,30.1,18.2,8.7,26.8,3.1
7828,17563,13.5,28.6,18.2,31.5,7.1,11.4,6.4,8.7,29.7,25.2,9.9,32.0,3.5
7829,7738,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7830,24060,11.8,15.2,20.0,21.2,3.7,10.2,3.4,4.7,20.1,14.8,5.6,25.7,1.8
7831,13637,12.8,16.2,23.5,22.7,4.5,10.2,3.5,5.2,24.3,19.0,5.9,29.6,1.9
7832,1341,5.4,25.4,20.1,27.3,8.0,9.2,5.1,5.3,30.6,12.7,7.8,27.1,2.5
7833,3063,10.9,22.4,19.3,27.2,6.7,10.5,4.5,5.3,28.3,14.4,7.7,30.9,2.4
7834,23436,8.5,27.3,16.5,35.0,7.6,9.0,5.2,5.7,35.5,13.6,10.2,31.1,3.0
7835,12137,9.3,26.2,20.9,30.3,7.5,10.1,5.7,7.5,33.7,18.3,9.2,33.9,2.9
7836,7058,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7837,2360,7.3,25.9,21.1,29.7,7.6,10.0,5.5,5.9,31.2,16.1,7.9,26.5,2.7
7838,28629,14.7,33.0,14.6,38.2,8.7,9.8,8.0,10.2,38.9,22.7,12.6,35.4,4.1
7839,15419,11.7,18.5,22.5,22.2,4.1,12.6,4.2,5.8,20.7,17.7,5.9,30.8,2.3
7840,21875,12.6,26.7,15.2,36.0,6.5,10.3,5.9,7.7,34.1,20.7,10.9,37.1,3.4
7841,23433,7.7,31.3,15.1,37.3,9.3,8.7,6.3,6.8,39.6,13.1,10.8,30.0,3.2
7842,28478,21.2,33.8,13.6,42.9,7.5,10.9,9.1,11.3,37.6,25.0,16.5,40.3,5.5
7843,13428,12.3,32.4,16.3,39.1,9.6,10.6,9.4,11.3,36.7,21.6,13.0,35.0,4.7
7844,10988,9.6,24.5,18.6,28.8,6.9,9.7,5.5,6.7,32.2,16.6,8.3,30.6,2.7
7845,12781,10.4,26.0,20.3,29.5,7.3,9.8,5.8,7.3,31.8,18.2,8.8,30.8,2.9
7846,1522,6.0,23.9,21.3,26.5,7.3,10.2,4.7,4.9,30.1,12.8,6.9,29.4,2.3
7847,25688,16.6,37.6,13.1,42.7,6.0,13.1,8.7,13.5,35.6,33.2,14.0,49.2,4.2
7848,10039,19.9,22.5,18.7,34.5,5.2,13.0,5.8,7.1,29.5,18.7,13.7,31.5,4.6
7849,13317,11.9,28.0,18.6,34.0,8.0,10.7,7.2,9.4,33.0,21.8,10.9,34.7,3.7
7850,29079,21.2,36.2,12.8,53.8,7.5,11.5,10.1,11.0,40.6,24.7,22.4,45.1,7.0
7851,1432,6.7,21.8,21.6,25.5,6.9,9.6,4.6,4.6,28.2,12.9,6.9,23.7,2.4
7852,12177,10.4,27.1,19.3,32.6,8.1,10.4,6.7,8.4,33.1,19.4,10.0,33.1,3.4
7853,4949,14.0,31.2,15.8,34.9,8.0,11.6,7.6,10.0,33.8,21.1,10.0,31.9,3.7
7854,18042,14.2,24.7,20.0,30.1,6.1,10.8,5.5,6.9,29.1,21.3,9.5,33.5,3.1
7855,19115,10.3,29.1,16.5,32.8,8.9,9.9,7.1,7.2,36.1,16.0,10.6,25.1,3.8
7856,17011,10.4,28.7,19.4,32.2,7.8,9.4,5.8,6.2,31.5,16.9,9.0,34.2,3.0
7857,11697,6.9,24.8,16.5,29.5,9.7,8.2,6.2,6.1,36.5,9.4,9.1,21.6,3.0
7858,7017,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7859,24843,17.4,44.8,10.8,47.5,7.1,13.9,12.6,18.1,41.8,36.8,18.8,47.9,5.8
7860,25515,14.0,42.2,12.8,45.6,7.9,11.7,10.2,13.3,38.3,28.8,16.1,46.1,4.6
7861,14711,12.3,28.6,19.3,33.0,7.8,10.9,7.4,10.3,33.8,23.5,11.2,33.5,3.8
7862,16601,11.4,30.1,18.8,33.4,7.3,11.2,7.1,8.8,32.8,23.4,10.6,36.4,3.8
7863,13333,9.8,34.0,17.1,34.5,10.3,9.7,9.3,9.4,36.8,15.2,11.9,28.0,4.3
7864,15690,11.5,33.9,17.9,36.0,8.1,10.8,7.8,9.5,34.0,24.4,11.6,38.3,4.2
7865,28712,15.2,33.9,13.5,39.1,10.1,9.3,9.4,9.8,40.5,17.8,13.2,31.5,4.6
7866,17103,18.2,28.0,15.5,37.7,5.2,13.1,6.3,8.1,29.8,25.2,14.6,44.8,4.7
7867,17606,4.9,55.0,2.2,57.4,23.4,7.3,16.8,11.2,44.0,4.2,15.6,17.9,8.3
7868,5875,9.6,30.6,17.3,35.3,8.1,10.3,7.3,8.4,32.5,18.6,10.7,32.9,3.7
7869,16156,9.9,29.1,18.9,31.7,7.7,10.2,6.2,7.6,32.0,20.7,9.5,33.1,3.3
7870,24132,10.0,30.1,16.4,34.6,8.2,9.3,6.3,7.9,36.5,17.5,10.4,33.0,3.3
7871,8027,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7872,22601,15.7,25.4,16.0,33.1,6.7,9.9,5.9,7.3,31.5,17.9,10.4,33.2,3.3
7873,14209,11.9,25.7,18.0,34.9,6.8,11.5,6.3,7.4,29.8,17.1,12.4,34.6,4.1
7874,3464,9.8,30.1,15.2,31.7,8.3,10.3,6.3,6.8,29.9,15.9,9.5,30.8,3.1
7875,12939,9.3,22.7,22.1,30.1,6.9,9.9,5.2,6.9,31.3,18.5,8.4,36.3,2.7
7876,2458,5.5,21.2,20.5,24.6,7.4,8.8,4.5,3.9,28.1,9.7,6.4,20.9,2.2
7877,12521,10.1,28.3,17.8,31.7,8.0,9.6,6.8,8.2,33.8,17.7,9.8,30.5,3.4
7878,24121,11.1,33.6,14.4,40.4,9.4,9.2,8.1,9.4,39.4,17.9,12.8,35.8,4.1
7879,16674,11.7,32.5,17.6,35.8,8.4,10.5,7.8,9.2,33.5,23.4,11.0,35.8,4.0
7880,3781,9.4,28.2,15.4,30.6,8.2,10.0,5.8,6.7,32.7,15.9,9.1,31.1,3.0
7881,24138,11.3,29.2,16.7,34.9,7.6,9.5,6.4,8.3,34.5,20.0,10.6,31.9,3.3
7882,17220,13.9,27.6,18.3,32.3,6.5,11.4,6.4,9.0,30.1,26.3,9.5,38.3,3.4
7883,12987,8.1,27.7,19.5,33.6,8.9,9.6,6.4,7.4,36.2,14.8,9.8,29.4,3.2
7884,12811,10.3,27.6,19.8,32.3,7.4,10.7,6.5,8.5,31.6,18.7,9.4,34.4,3.2
7885,16503,22.3,28.9,14.5,38.8,5.2,13.8,8.3,12.1,31.7,34.3,15.2,45.6,5.4
7886,27053,16.8,33.4,14.5,38.4,8.5,9.7,8.6,10.5,38.3,23.4,13.3,36.0,4.5
7887,28623,20.8,32.1,14.7,37.4,8.1,10.1,8.8,11.2,37.8,23.8,13.5,35.1,4.5
7888,22834,12.0,28.4,17.0,34.8,7.9,9.3,6.3,8.1,34.6,18.1,10.3,34.2,3.3
7889,3773,12.7,29.2,15.2,32.0,8.2,10.8,6.7,8.3,31.8,19.9,10.0,32.1,3.5
7890,18360,11.8,29.2,17.9,32.3,7.5,10.6,6.5,7.5,31.6,20.5,10.7,34.7,3.5
7891,16881,12.5,32.4,16.8,35.3,7.8,11.0,7.5,9.7,33.9,25.2,11.3,38.5,3.9
7892,13677,8.9,23.6,22.6,27.2,6.5,10.1,4.5,6.2,29.2,16.5,7.6,31.8,2.3
7893,26543,12.2,35.5,15.9,40.9,7.4,11.3,8.6,10.4,34.0,23.7,14.7,43.0,4.4
7894,28454,19.1,29.5,15.5,39.3,6.6,10.5,7.1,8.7,34.9,22.2,14.2,38.7,4.6
7895,10577,9.3,10.1,23.8,12.5,3.3,10.5,2.2,2.8,15.9,8.2,3.2,17.2,1.1
7896,15739,10.5,25.8,20.3,28.1,6.8,10.1,5.2,6.4,28.6,21.0,7.9,30.5,2.8
7897,10024,6.8,20.1,23.4,23.6,7.4,9.1,4.3,4.0,31.5,8.8,6.6,18.6,2.2
7898,14034,16.7,23.7,22.3,32.6,6.0,10.1,6.0,8.2,31.8,24.9,10.3,36.0,3.3
7899,23111,10.2,25.4,18.0,33.6,7.3,9.3,5.3,6.5,33.0,16.5,9.3,35.2,2.9
7900,1036,6.7,29.6,18.7,31.7,8.9,10.2,6.2,6.5,32.7,15.7,8.5,25.4,3.1
7901,4353,14.9,30.7,17.6,34.0,7.8,10.9,7.1,9.4,32.6,21.4,9.4,28.9,3.6
7902,29692,18.3,32.3,16.1,40.6,8.0,10.2,8.3,9.8,38.4,22.5,13.6,37.7,4.5
7903,16725,10.5,32.7,18.1,33.6,8.3,10.5,6.6,8.2,33.2,22.6,10.1,35.1,3.6
7904,6060,5.6,22.6,18.2,26.0,6.9,9.8,4.0,4.3,34.4,11.7,6.6,27.8,2.1
7905,12070,9.6,27.2,19.3,32.3,8.0,10.1,6.2,7.9,33.3,18.9,9.7,32.3,3.1
7906,27601,20.5,19.9,16.5,35.8,4.5,10.9,5.3,6.4,26.7,18.7,12.5,37.1,4.1
7907,28743,17.3,34.8,13.7,40.4,9.1,9.9,9.6,11.7,40.6,24.1,13.7,34.4,4.8
7908,29438,15.4,33.8,16.4,45.9,9.4,9.8,9.2,9.2,43.2,17.3,15.9,33.5,5.1
7909,8053,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7910,8353,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7911,15629,11.9,35.7,17.5,37.6,8.4,10.7,8.7,10.1,36.1,25.1,12.2,39.4,4.5
7912,18651,12.1,32.6,18.8,34.1,7.9,10.9,7.7,9.3,34.3,24.9,11.0,33.6,4.0
7913,22460,15.2,34.4,13.3,44.4,9.2,10.4,8.9,10.7,36.9,19.9,15.2,34.5,5.3
7914,26372,12.3,42.0,12.4,46.1,8.4,11.0,11.0,13.1,40.4,27.7,16.4,43.5,4.7
7915,15223,8.9,28.0,21.0,30.3,8.1,10.1,5.8,6.9,30.2,19.2,8.7,28.4,3.1
7916,27262,19.8,26.5,14.4,34.5,6.9,10.3,7.0,8.4,33.4,21.1,12.2,34.9,4.1
7917,19731,9.8,24.8,20.7,30.5,7.4,9.4,5.1,6.8,32.5,14.7,8.7,29.4,2.9
7918,21620,10.0,29.3,15.7,37.2,8.5,9.4,7.0,7.5,33.3,14.9,11.5,32.6,3.8
7919,29667,19.2,28.5,17.7,37.0,6.9,10.0,7.4,9.2,37.8,22.9,12.4,33.7,4.1
7920,8902,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7921,12455,11.6,36.5,14.7,39.9,10.6,10.4,10.3,11.6,40.3,18.8,13.9,32.8,5.1
7922,29593,22.5,32.6,14.9,47.2,6.7,11.7,8.5,10.7,37.4,26.7,18.0,43.1,5.8
7923,16260,10.3,32.6,18.1,34.4,8.5,10.1,7.2,8.5,34.7,21.5,10.5,35.3,3.6
7924,24604,16.3,36.3,13.4,43.0,8.2,11.6,10.0,13.2,38.6,26.4,15.7,39.7,5.4
7925,10306,11.4,23.4,16.8,29.4,7.6,10.0,6.0,7.1,31.1,16.8,9.6,29.1,3.0
7926,12085,8.7,29.3,15.9,32.5,11.8,9.1,7.3,7.2,34.9,11.3,9.4,25.8,3.9
7927,28666,21.5,27.4,15.7,33.4,7.2,9.8,7.4,9.4,33.8,23.5,11.2,35.5,3.8
7928,7718,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7929,15055,7.8,32.6,17.9,34.6,8.7,9.9,6.2,6.9,33.7,16.2,9.6,34.4,3.3
7930,19401,18.7,25.9,16.7,32.3,5.9,11.3,5.6,6.8,28.7,21.4,11.6,37.1,3.6
7931,24954,13.1,42.9,11.7,46.2,8.8,11.3,10.9,13.2,39.4,26.3,16.3,41.3,4.9
7932,29033,15.8,24.4,17.7,35.1,6.8,9.9,6.2,6.9,32.8,17.0,11.1,31.6,3.4
7933,1011,7.3,27.8,20.3,30.3,7.8,10.3,6.0,6.6,29.4,17.8,8.3,26.7,3.0
7934,7066,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7935,25638,14.3,44.6,11.6,49.5,8.0,11.9,11.1,14.4,40.9,29.0,18.2,47.0,5.1
7936,1201,10.0,27.9,18.1,30.5,8.3,10.6,7.2,7.7,31.8,18.9,10.2,26.8,3.6
7937,22030,11.0,16.9,16.6,23.7,5.0,8.2,3.4,3.8,26.7,11.2,6.7,23.2,1.9
7938,27409,16.1,20.0,16.8,27.4,5.4,9.5,4.3,5.3,27.3,17.5,8.2,32.1,2.6
7939,4442,14.9,35.2,14.8,39.5,9.7,10.8,9.8,11.6,38.4,21.1,12.9,35.4,4.7
7940,19964,14.2,30.2,17.1,34.3,7.2,11.3,6.6,9.7,33.8,21.4,11.7,40.0,3.6
7941,12115,7.6,31.1,16.2,33.8,10.0,8.9,7.2,7.7,36.6,13.5,9.9,28.0,3.4
7942,21117,10.6,20.7,15.9,30.2,5.5,9.8,3.7,4.6,28.3,14.4,8.4,32.5,2.5
7943,28269,16.0,18.0,19.1,27.9,4.8,9.1,3.5,4.4,26.7,16.0,8.3,29.4,2.5
7944,5826,10.5,29.2,18.2,34.0,8.0,10.3,7.2,8.2,31.6,18.6,10.2,31.7,3.7
7945,6444,7.2,23.2,18.7,26.9,7.1,10.1,4.6,5.1,33.0,13.6,7.1,27.9,2.3
7946,14591,10.7,27.2,19.4,32.2,7.6,10.2,6.6,8.5,33.4,19.5,9.8,32.7,3.3
7947,17847,12.0,31.6,16.8,35.2,8.4,10.5,7.4,8.8,35.0,22.6,10.9,37.1,3.9
7948,7885,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7949,27616,17.8,17.1,18.1,28.4,4.4,9.4,3.5,4.7,26.0,16.4,8.4,32.7,2.4
7950,12590,11.0,23.9,21.4,30.4,7.0,9.7,5.3,6.5,30.8,16.3,8.9,32.2,2.8
7951,8873,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7952,10472,30.3,19.6,16.8,32.9,4.5,11.8,6.4,7.3,30.1,19.5,15.6,34.5,4.0
7953,24465,11.3,35.4,13.9,41.9,9.9,9.4,8.9,10.4,40.0,18.5,13.6,33.5,4.4
7954,28203,12.0,16.7,21.3,24.9,4.7,8.7,3.3,3.8,25.0,13.0,7.2,26.2,2.2
7955,16638,10.1,31.4,17.2,34.2,9.2,9.7,7.5,7.6,32.8,18.1,9.6,31.7,3.8
7956,13754,11.7,31.2,18.2,35.8,8.4,10.8,7.7,10.1,36.2,20.8,11.3,32.8,3.9
7957,11727,11.2,21.1,19.5,27.4,6.6,9.3,4.7,6.0,28.6,15.7,8.4,26.8,2.6
7958,30106,22.3,22.3,16.0,35.1,6.1,9.7,5.4,6.3,28.9,17.8,11.5,35.0,3.6
7959,15925,10.2,31.2,18.7,34.2,8.4,9.8,7.6,7.8,32.9,19.9,10.3,33.8,3.7
7960,2863,26.8,24.3,16.1,33.0,5.0,13.6,7.2,9.7,28.9,24.3,14.1,39.7,3.7
7961,15074,11.3,34.6,18.0,36.6,8.1,11.5,7.7,9.3,36.0,23.6,11.7,39.3,4.2
7962,27946,16.2,30.7,14.7,38.1,8.2,9.8,7.4,8.7,36.5,20.5,12.8,35.2,4.3
7963,12929,20.7,16.7,23.7,31.7,3.8,9.7,4.7,6.2,26.3,25.2,9.8,42.2,2.7
7964,26237,13.2,40.1,12.5,41.7,8.1,10.9,9.9,12.4,39.4,26.3,14.9,40.1,4.4
7965,21227,13.6,25.0,15.9,32.8,6.6,10.2,5.5,7.4,32.0,19.9,9.7,33.1,3.2
7966,16037,7.8,28.2,19.2,29.7,8.0,9.6,5.7,6.3,33.1,15.9,8.6,30.9,2.9
7967,11741,9.2,21.6,20.3,26.4,6.9,9.1,4.6,5.9,29.7,15.2,7.7,25.5,2.4
7968,27812,18.3,31.8,13.2,43.7,7.6,10.9,7.7,9.1,37.4,20.2,16.5,40.8,5.3
7969,1944,4.6,28.5,19.3,27.9,9.3,8.5,5.7,4.8,32.5,9.7,7.5,22.8,2.6
7970,1347,7.5,23.8,22.2,26.7,7.0,9.7,5.2,6.0,28.6,16.3,7.9,28.0,2.6
7971,17327,9.8,29.0,19.6,31.0,7.7,10.1,6.1,7.5,32.1,19.8,9.2,34.1,3.3
7972,1094,8.1,30.3,18.3,32.9,9.1,11.2,7.0,7.7,34.0,16.2,9.6,31.9,3.4
7973,4076,13.8,29.1,19.2,32.3,7.9,11.5,6.4,8.4,31.4,19.0,9.4,33.5,3.2
7974,2189,8.2,23.6,23.0,26.4,7.0,10.2,5.1,5.9,30.3,15.8,7.9,24.2,2.7
7975,21757,10.3,27.7,16.0,34.2,8.0,9.2,6.3,7.6,36.8,16.6,10.2,31.8,3.2
7976,17324,10.5,30.5,18.9,32.6,7.5,10.2,6.1,7.6,33.6,21.0,9.6,36.7,3.2
7977,29374,15.4,30.8,17.5,36.6,7.9,9.3,6.9,8.2,39.0,21.0,11.4,34.4,3.5
7978,15327,12.9,33.7,17.1,37.3,7.7,11.3,8.0,10.4,34.4,27.1,11.9,39.5,4.2
7979,18064,9.0,29.1,19.0,32.3,8.3,9.8,6.1,6.8,32.8,17.8,9.1,30.8,3.2
7980,23234,21.5,25.4,14.6,40.3,5.6,11.2,6.1,8.3,30.7,21.6,14.6,41.6,4.2
7981,24283,14.9,35.4,14.3,39.6,8.0,11.0,8.6,12.0,37.2,25.4,14.0,39.2,4.5
7982,24483,11.3,33.9,14.6,39.3,8.7,10.0,8.2,10.1,38.1,20.1,13.1,34.6,4.2
7983,1770,3.7,24.6,19.2,27.4,8.7,8.8,5.0,4.0,32.2,8.1,7.0,22.0,2.3
7984,21672,10.9,37.2,13.2,44.5,10.4,10.1,9.3,11.0,39.8,20.2,15.5,35.2,4.8
7985,1826,8.0,23.9,21.0,27.4,7.3,10.1,5.4,5.9,29.5,15.8,7.7,24.9,2.7
7986,16875,9.2,28.7,18.8,31.6,7.6,10.1,6.0,7.1,33.4,19.9,9.1,32.0,3.1
7987,18439,10.3,34.2,16.4,36.8,8.9,10.4,8.1,9.2,37.5,20.9,11.9,35.4,4.1
7988,12043,10.9,22.5,21.0,27.4,6.5,11.2,5.7,7.4,26.6,17.2,8.5,32.2,2.9
7989,15363,6.9,28.7,20.2,30.2,8.2,9.3,5.2,5.4,30.9,13.7,7.6,31.6,2.7
7990,10004,6.2,10.2,29.7,13.4,3.5,8.2,1.7,2.0,21.4,7.8,3.2,15.2,1.0
7991,7764,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7992,21862,9.5,27.8,19.2,33.7,7.1,8.5,5.6,6.1,36.0,15.6,9.5,30.9,2.9
7993,20866,10.7,18.9,12.3,28.9,5.3,9.2,3.7,4.3,30.6,11.2,9.3,26.9,2.6
7994,15047,8.1,31.0,19.9,32.0,9.1,10.0,6.0,7.2,32.6,18.7,9.0,28.4,3.3
7995,13313,11.5,24.2,22.4,29.2,6.7,10.4,5.9,8.4,32.7,21.7,9.5,32.1,3.0
7996,25002,12.0,40.5,13.2,42.5,7.7,11.4,9.4,11.8,37.5,26.3,15.0,38.4,4.1
7997,2482,5.4,24.9,20.2,27.6,8.8,8.8,5.4,4.8,33.2,9.9,7.9,20.8,2.6
7998,28789,16.4,32.0,15.1,37.4,8.2,10.1,8.2,10.2,37.9,23.2,13.0,36.3,4.3
7999,15018,8.1,27.4,22.0,30.3,8.2,9.5,5.6,6.3,30.6,17.9,8.5,27.5,3.1
8000,14261,13.2,5.1,25.3,9.8,0.7,12.5,0.9,2.8,9.3,15.1,1.6,21.3,0.6
8001,29138,26.8,28.4,15.6,40.9,6.7,10.5,8.1,9.4,35.7,22.4,14.6,39.6,4.8
8002,27972,14.8,32.9,14.7,39.2,9.0,9.2,8.6,9.8,39.5,19.7,13.0,33.7,4.2
8003,21212,9.7,25.4,16.4,35.4,6.9,10.6,5.0,5.8,30.9,15.7,10.6,32.8,3.5
8004,15104,14.3,32.5,15.8,42.2,7.3,12.8,8.0,9.9,31.4,25.9,15.7,39.0,5.6
8005,2739,5.5,28.2,19.4,31.7,9.1,9.4,6.0,5.6,33.9,12.7,8.2,25.0,2.8
8006,14150,9.3,28.2,19.4,31.9,8.6,10.1,6.6,8.0,33.9,16.9,9.5,29.7,3.3
8007,28216,19.5,22.2,16.4,35.4,5.3,10.5,5.3,6.4,28.7,19.2,12.5,34.1,4.0
8008,11213,17.6,19.1,17.3,33.8,5.1,11.0,5.4,6.6,25.9,16.6,12.6,31.3,4.3
8009,13476,10.0,26.0,21.4,30.4,7.8,10.2,6.3,8.2,34.4,19.2,9.6,31.0,3.2
8010,13110,8.2,26.9,21.7,29.8,7.8,9.9,5.9,7.1,34.6,16.3,8.6,31.0,2.9
8011,20720,9.3,20.8,15.2,34.1,5.4,8.8,3.5,3.8,31.8,11.5,10.7,35.3,2.7
8012,6801,9.0,20.9,17.9,26.3,7.3,8.4,4.2,4.6,31.2,11.5,7.0,22.7,2.3
8013,19014,9.1,25.5,20.2,30.8,7.0,10.1,5.3,6.2,30.7,17.6,8.4,30.6,2.9
8014,15901,17.6,44.0,12.0,50.0,9.4,13.1,14.5,17.0,38.6,29.8,21.3,45.0,8.3
8015,25817,12.7,39.1,13.1,44.1,7.5,11.7,9.4,11.9,39.3,26.7,14.2,41.3,4.1
8016,19141,16.5,28.3,14.3,41.9,5.6,13.9,6.9,8.2,31.0,23.2,17.3,38.6,5.8
8017,16327,10.8,30.5,18.0,33.6,7.8,10.3,6.9,8.5,33.4,23.1,10.2,32.7,3.6
8018,1606,9.3,25.5,19.4,29.7,7.6,10.9,6.0,6.3,31.5,15.9,8.5,31.7,3.0
8019,27536,25.2,33.1,11.8,45.9,7.4,12.0,9.1,11.2,35.9,25.5,18.5,43.2,6.4
8020,28521,21.0,32.7,14.1,39.9,8.0,10.5,9.1,11.5,36.9,25.7,14.7,37.2,5.0
8021,22213,6.6,18.5,19.8,23.4,6.4,7.9,3.5,3.5,29.0,8.3,6.3,22.0,1.8
8022,20143,8.9,24.5,16.5,30.7,7.3,8.0,5.1,5.3,32.9,11.9,8.9,26.1,2.5
8023,28504,19.6,32.2,13.4,40.7,8.0,10.4,8.4,10.2,36.5,22.8,14.5,38.3,4.9
8024,12833,9.4,25.0,21.6,30.1,6.9,10.1,5.3,7.2,33.3,17.8,8.5,32.2,2.7
8025,3235,12.9,27.4,16.4,31.9,7.8,10.8,6.4,8.0,28.6,19.5,9.0,32.6,3.3
8026,16347,11.2,35.1,16.3,38.7,8.7,10.4,8.4,10.0,37.6,23.7,12.5,38.4,4.3
8027,15334,11.9,35.2,15.9,39.0,9.4,10.6,9.7,10.3,34.4,23.0,12.0,35.9,4.9
8028,20317,7.6,42.6,5.8,61.7,19.8,5.6,23.2,10.9,50.3,5.8,19.3,18.4,9.6
8029,13493,12.8,27.5,20.8,31.8,6.6,11.6,6.3,9.5,30.7,24.3,10.0,39.0,3.3
8030,24580,14.3,34.3,14.2,40.5,7.8,10.9,8.5,10.8,36.3,22.9,14.8,42.6,4.8
8031,27851,21.8,28.9,14.8,36.8,7.2,10.2,7.7,9.8,36.1,24.3,13.2,37.4,4.3
8032,5048,9.2,27.8,17.5,28.8,7.4,10.0,5.8,7.0,30.1,16.8,8.2,28.5,3.1
8033,17225,10.6,28.0,18.4,32.4,7.3,10.1,5.8,7.2,31.3,20.9,9.0,36.4,3.1
8034,26590,10.6,35.3,16.2,39.5,8.0,10.3,8.0,9.3,35.4,22.3,12.4,40.0,3.6
8035,10459,31.2,19.2,16.8,32.7,4.3,12.2,6.2,7.1,29.3,19.5,15.8,36.3,3.9
8036,17045,11.3,30.5,18.6,33.6,7.5,10.6,6.6,8.4,33.7,23.0,10.1,35.3,3.5
8037,19436,5.6,46.0,6.5,47.6,18.9,7.4,11.9,7.1,41.7,4.9,12.6,20.8,5.7
8038,5675,10.3,25.4,18.9,28.5,7.1,10.8,5.8,7.5,30.9,18.9,8.6,33.5,3.1
8039,23922,19.3,26.0,16.6,41.7,5.9,9.8,7.0,8.7,30.3,24.7,14.0,40.6,4.4
8040,25876,12.3,44.8,11.1,46.9,8.5,11.6,10.3,13.8,41.2,28.5,16.6,43.5,4.7
8041,17026,12.3,29.8,18.6,32.5,7.2,10.6,6.4,8.4,32.4,25.0,10.0,35.1,3.4
8042,4101,15.3,20.5,22.8,26.6,5.4,11.8,5.3,6.9,24.4,17.4,7.4,27.8,2.7
8043,12538,10.3,24.0,22.3,29.8,7.1,10.2,5.6,6.9,30.2,16.4,8.5,30.9,2.8
8044,28039,21.7,31.1,11.7,45.8,6.0,12.8,7.5,9.8,33.5,25.2,19.1,44.3,6.0
8045,8742,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
8046,5068,10.6,24.8,18.7,26.3,6.5,10.3,5.4,6.7,26.9,17.6,7.4,27.7,2.9
8047,29832,23.2,31.7,14.0,46.1,7.0,11.4,8.6,10.4,36.7,24.2,17.7,43.1,5.7
8048,18066,8.6,26.8,19.6,29.9,7.2,9.7,5.2,6.3,32.4,18.5,8.4,34.7,2.8
8049,24866,17.6,47.3,10.4,51.0,8.4,13.2,15.0,19.4,44.3,34.5,21.0,47.2,6.7
8050,14428,8.5,25.8,18.7,28.5,7.2,10.0,5.4,6.7,31.3,17.2,8.6,29.9,2.8
8051,8105,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
8052,15476,13.9,34.5,15.8,37.4,7.5,12.0,7.9,11.5,34.6,28.7,13.3,43.3,4.6
8053,10930,10.0,22.6,18.5,27.4,6.4,9.3,4.6,5.6,31.4,14.9,8.1,30.2,2.4
8054,15670,9.8,33.0,19.6,34.3,8.0,10.0,6.9,8.2,35.5,22.2,10.3,37.2,3.6
8055,7852,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
8056,24892,19.3,45.0,10.6,48.7,7.9,13.8,13.5,18.5,42.0,35.9,19.8,47.3,6.3
8057,21716,10.6,26.2,16.0,32.0,7.1,9.6,5.5,7.0,33.9,16.6,9.5,31.6,3.0
8058,13350,12.0,27.9,18.0,35.1,8.2,11.1,7.5,9.3,31.9,19.3,10.7,32.8,3.8
8059,6477,6.1,25.5,15.5,31.3,8.9,9.5,5.0,4.8,34.9,10.8,8.5,26.5,2.6
8060,19023,14.4,25.2,17.1,36.9,5.6,12.3,5.5,6.9,27.2,22.7,11.3,39.1,3.8
8061,22041,21.7,20.6,13.1,29.8,5.5,8.9,5.2,5.7,30.0,15.6,10.3,29.4,2.9
