ZCTA,Total Population,insurance_access,ARTHRITIS_CrudePrev,DRINKING,BPHIGH_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,COPD_CrudePrev,HIGHCHOL_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev,Total_Population_18plus,Less than high school graduate,High school graduate,Some college or associate's degree,Bachelor's degree or higher,Employed_16_above,All_death,Heart_death,Income,Total Male%,Total Female%,Male: Under 5%,Male: 5 to 17%,Male: 18 to 39%,Male: 40 to 59%,Male: 60 and Over%,Female: Under 5%,Female: 5 to 17%,Female: 18 to 39%,Female: 40 to 59%,Female: 60 and Over%,OSM_healthcare_poi,zip_level_facilities,zip_level_facilities_filtered,county_level_facilities,county_level_facilities_filtered,county_name,Population of one race,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races
90506,0,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,76437.11,0.485760344,0.514239656,0.031085438,0.088178399,0.120499731,0.13471252,0.111284256,0.031998925,0.078828587,0.127270285,0.14970446,0.126437399,,,,,,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90601,31974,19.1,17.1,17.6,25.0,5.4,7.2,4.5,4.0,28.3,9.9,10.1,27.4,2.6,25419,2959,6353,9539,6568,26233,225.0,55.0,76732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,6130.0,1247.0,Los Angeles,0.9486457746919372,0.6137799462062926,0.0133233252017264,0.0129167448551948,0.0541377369112403,0.0013135672734096,0.2531744542440733,0.0513542253080628
90602,25777,22.4,15.4,18.5,23.4,4.5,7.7,4.2,4.0,25.5,11.2,9.7,28.8,2.4,19449,3058,6280,6841,3270,20127,155.0,27.0,55216.0,0.475025739,0.524974261,0.022774779,0.072816897,0.157551555,0.125105294,0.096777213,0.031572708,0.079805322,0.155242879,0.134433594,0.123919758,,8.0,4.0,6130.0,1247.0,Los Angeles,0.958024595569694,0.5902936726539163,0.0150521782984831,0.0150133840245179,0.0315785390076424,0.0013190053148155,0.3047678162703185,0.041975404430306
90603,20063,13.9,18.6,18.3,25.4,6.6,7.1,4.6,4.1,29.0,9.1,8.7,24.7,2.6,16705,1137,4086,6322,5160,17180,198.0,50.0,103535.0,0.497478597,0.502521403,0.033892342,0.093467808,0.180915523,0.11625816,0.072944764,0.031976858,0.080372151,0.176615457,0.122004613,0.091552324,1.0,6.0,2.0,6130.0,1247.0,Los Angeles,0.9584807855255943,0.7421123461097543,0.0089717390220804,0.0072770772067985,0.0501918955290833,0.0006479589293724,0.1492797687285052,0.0415192144744056
90604,39407,19.3,16.6,18.7,24.1,5.1,7.4,4.3,4.1,27.2,10.9,9.3,27.3,2.5,32618,4200,10684,12179,5555,33946,292.0,69.0,74944.0,0.505976649,0.494023351,0.035211268,0.079873981,0.134683099,0.143300593,0.112907709,0.027659377,0.083302446,0.149647887,0.125324314,0.108089325,,5.0,1.0,6130.0,1247.0,Los Angeles,0.9562514274113736,0.6368919227548405,0.0181186083690714,0.0127134773009871,0.050219504149009,0.0022584819955845,0.2360494328418808,0.0437485725886263
90605,40331,23.0,15.8,18.2,24.0,4.7,7.5,4.3,4.0,26.5,11.1,10.1,28.7,2.5,30138,5466,9516,9967,5189,31360,263.0,65.0,78297.0,0.485143669,0.514856331,0.030994384,0.085805504,0.165831605,0.125072825,0.077439351,0.029899093,0.093169584,0.162802079,0.126797325,0.10218825,,9.0,5.0,6130.0,1247.0,Los Angeles,0.9588157992611144,0.5993156628895887,0.0122982321291314,0.0115295926210607,0.0346631623317051,0.002628251221145,0.2983808980684833,0.0411842007388857
90606,32396,25.1,16.0,17.6,24.7,4.8,7.4,4.6,4.0,27.5,10.7,11.1,29.3,2.6,25662,5980,8396,7687,3599,26628,249.0,57.0,74986.0,0.499776075,0.500223925,0.03341461,0.097730892,0.152891123,0.136420183,0.079319268,0.029732285,0.089271497,0.156722731,0.130573248,0.093924164,,4.0,0.0,6130.0,1247.0,Los Angeles,0.9627114458575132,0.5851339671564391,0.0104333868378812,0.01447709593777,0.0168848005926657,0.0016360044449932,0.3341461908877639,0.0372885541424867
90620,45113,14.4,19.3,16.3,26.9,6.0,7.9,4.7,4.8,32.4,12.0,10.6,23.3,2.8,36791,4195,8418,13728,10450,37870,379.0,117.0,91512.0,0.507563586,0.492436414,0.029072059,0.091581532,0.166702034,0.136114227,0.084093734,0.029435838,0.071967745,0.151211083,0.137872495,0.101949253,3.0,32.0,24.0,900.0,377.0,Orange,0.9452485979651098,0.5185866601644759,0.0314543479706514,0.0085119588588655,0.2531199432536076,0.0065391350608472,0.1270365526566621,0.0547514020348901
90621,35153,19.2,16.4,15.8,25.0,4.6,7.9,4.1,4.3,29.2,13.0,10.6,24.5,2.5,27157,5375,6361,8118,7303,28258,175.0,43.0,67650.0,0.478691774,0.521308226,0.022407032,0.081699487,0.158314302,0.12728918,0.088981773,0.029753954,0.073469212,0.15624596,0.138794329,0.123044771,1.0,9.0,7.0,900.0,377.0,Orange,0.9527209626489916,0.3677922225699087,0.0459989190111797,0.0134270190310926,0.2850112365943162,0.0043524023554177,0.2361391630870765,0.0472790373510084
90623,15554,10.4,18.6,14.1,27.1,6.2,6.8,4.3,3.8,33.1,9.3,10.5,18.9,2.5,12835,880,2235,4026,5694,13276,134.0,31.0,107480.0,0.514888477,0.485111523,0.045732906,0.085678971,0.179251643,0.132704084,0.071520872,0.023259734,0.082448452,0.148603854,0.137816731,0.092982752,1.0,9.0,2.0,900.0,377.0,Orange,0.9577600617204578,0.3694869486948695,0.0511765462260511,0.0036003600360036,0.4814838626719815,0.003086022888003,0.0489263212035489,0.0422399382795422
90630,47993,10.2,19.2,16.3,26.0,6.3,7.5,4.2,4.2,32.2,10.2,9.4,21.2,2.5,37997,2961,7048,12820,15168,39699,336.0,86.0,93183.0,0.497126804,0.502873196,0.023432512,0.085174307,0.124377474,0.150683182,0.113459328,0.016089899,0.055803856,0.140211978,0.155982633,0.13478483,5.0,11.0,3.0,900.0,377.0,Orange,0.9504719438251412,0.5429125080740942,0.0303794303335903,0.0060842206155064,0.3138582709978538,0.0048965474131644,0.052340966390932,0.0495280561748588
90631,67619,17.1,18.5,17.5,25.5,5.9,7.9,4.5,4.5,30.4,11.3,10.0,25.7,2.6,53153,8040,12333,17784,14996,54927,537.0,124.0,83629.0,0.485032009,0.514967991,0.025932324,0.092307692,0.120231684,0.152992582,0.093567727,0.021908343,0.087633371,0.129255157,0.159272432,0.116898689,1.0,24.0,0.0,7030.0,1247.0,Orange,0.9577929280231888,0.600275070616247,0.0161493071473994,0.0083408509442612,0.0975169700823733,0.0016119729661781,0.2338987562667297,0.0422070719768112
90638,49012,13.9,17.5,17.6,24.9,5.9,7.2,4.5,4.0,28.6,9.4,9.0,22.8,2.5,39983,3676,9433,15490,11384,41286,420.0,104.0,95723.0,0.488981235,0.511018765,0.032404726,0.087556469,0.150715279,0.130444226,0.087860535,0.035372987,0.075046334,0.156333256,0.137915557,0.106350631,,21.0,9.0,6130.0,1247.0,Los Angeles,0.9565616583693788,0.6077083163306946,0.0225454990614543,0.008038847629152,0.1782012568350608,0.0029584591528605,0.1371092793601566,0.043438341630621
90640,62549,25.5,17.1,15.8,26.8,5.0,7.3,5.2,4.4,29.1,11.1,12.4,28.3,3.0,48660,12054,13318,14403,8885,50331,462.0,126.0,56009.0,0.487720154,0.512279846,0.031994637,0.068620879,0.155463465,0.125804944,0.105836228,0.018424848,0.068742763,0.161517054,0.125967457,0.137627725,1.0,31.0,8.0,6130.0,1247.0,Los Angeles,0.9628131544868824,0.5381700746614654,0.0090648931237909,0.0101200658683592,0.1093702537210826,0.0009272730179539,0.2951605940942301,0.0371868455131177
90650,105549,22.8,16.0,17.2,25.0,4.6,7.5,4.5,4.2,27.4,11.6,10.7,27.6,2.7,79745,17310,23041,25854,13540,82425,649.0,159.0,70667.0,0.484791966,0.515208034,0.02745098,0.085031086,0.168946278,0.113326957,0.090036665,0.032918859,0.078893671,0.157564164,0.12827993,0.117551411,1.0,27.0,5.0,6130.0,1247.0,Los Angeles,0.9567120484324816,0.4935053861239803,0.0435153341102236,0.0114922926792295,0.120323262181546,0.0040834114960823,0.2837923618414196,0.0432879515675184
90660,62928,26.3,16.0,17.2,25.2,4.8,7.3,4.7,3.9,28.1,10.4,11.8,29.3,2.7,48690,12793,15585,14339,5973,50515,478.0,117.0,67636.0,0.498983894,0.501016106,0.036513333,0.088087822,0.168882474,0.127250627,0.078249639,0.036228443,0.081886728,0.162605409,0.12481957,0.095475955,1.0,9.0,5.0,6130.0,1247.0,Los Angeles,0.962909992372235,0.5943777015001271,0.0095505975082634,0.0138412153572336,0.0256642512077294,0.0006674294431731,0.3188087973557081,0.037090007627765
90670,14866,21.9,17.4,16.9,26.4,5.4,7.2,5.0,4.1,28.5,10.0,11.7,28.4,2.8,13016,2059,4406,4192,2359,13371,125.0,33.0,71343.0,0.477405121,0.522594879,0.02538055,0.082252663,0.150219838,0.13185505,0.087697021,0.02888843,0.090633482,0.161854574,0.126664656,0.114553737,,12.0,0.0,6130.0,1247.0,Los Angeles,0.95930310776268,0.5922911341315754,0.0224673752186196,0.014058926409256,0.0428494551325171,0.0020852953047221,0.2855509215659895,0.04069689223732
90680,29945,20.8,18.8,15.7,27.3,5.3,8.3,5.0,5.4,30.9,14.3,11.9,26.1,3.0,22847,5483,5998,7050,4316,23694,224.0,53.0,59220.0,0.478742515,0.521257485,0.027065868,0.084730539,0.153233533,0.114191617,0.099520958,0.029580838,0.079221557,0.153413174,0.139281437,0.119760479,1.0,21.0,3.0,900.0,377.0,Orange,0.9571213892135582,0.4533645015862414,0.0238437134747036,0.0101853397896142,0.2307897812656537,0.0045416597094673,0.2343963933878777,0.0428786107864418
90701,16591,17.2,17.4,15.0,26.8,5.4,6.8,4.8,4.4,30.0,11.1,10.5,22.0,2.8,13397,2579,3370,3844,3604,13834,154.0,34.0,67765.0,0.479054076,0.520945924,0.032196784,0.09393731,0.154564213,0.12492221,0.073433559,0.036946055,0.088598474,0.156431168,0.132455537,0.10651469,1.0,24.0,3.0,6130.0,1247.0,Los Angeles,0.964076909167621,0.3894882767765656,0.0356819962630341,0.0056657223796034,0.3721294677837382,0.0024109456934482,0.1587005002712314,0.035923090832379
90703,49399,9.8,17.1,12.7,27.3,5.7,5.8,4.2,3.3,31.6,7.7,10.3,17.1,2.5,41162,2681,5946,12056,20479,42688,367.0,84.0,105832.0,0.469376823,0.530623177,0.023391465,0.075709779,0.154455092,0.118028689,0.097791798,0.025236593,0.078269151,0.18314386,0.123385513,0.12058806,1.0,41.0,4.0,6130.0,1247.0,Los Angeles,0.962225955991012,0.2320492317658252,0.0693941172898236,0.0026518755440393,0.6153363428409482,0.0026316322192756,0.0401627563310998,0.037774044008988
90704,4090,16.8,19.6,18.6,26.6,5.8,8.0,5.1,5.4,28.2,12.7,9.6,28.5,2.9,2977,398,746,1170,663,3061,16.0,,73287.0,0.495404139,0.504595861,0.022257803,0.079661587,0.122556287,0.130898021,0.140030441,0.019253197,0.065172271,0.114748265,0.144596651,0.160825476,,3.0,2.0,6130.0,1247.0,Los Angeles,0.9540342298288508,0.6376528117359413,0.0058679706601467,0.0063569682151589,0.0141809290953545,0.0031784841075794,0.2867970660146699,0.0459657701711491
90706,76615,20.4,16.8,17.4,25.9,4.7,8.2,4.4,4.7,26.9,13.0,10.1,28.2,2.8,57510,12298,14807,20701,9704,59835,450.0,101.0,60011.0,0.502136215,0.497863785,0.0,0.123397839,0.105554159,0.152802212,0.120382006,0.031917567,0.09650666,0.104046243,0.139230963,0.126162352,1.0,26.0,11.0,6130.0,1247.0,Los Angeles,0.9533381191672649,0.4220713959407426,0.1404424721007635,0.0095412125562879,0.1157084121908242,0.0080271487306663,0.2575474776479801,0.0466618808327351
90710,25457,19.0,18.5,15.8,28.2,5.5,7.8,5.0,4.9,29.2,12.2,11.1,26.5,3.1,21474,4602,4987,6540,5345,22117,186.0,52.0,63907.0,0.487129995,0.512870005,0.032294838,0.095498413,0.160243539,0.125578081,0.073515124,0.037929918,0.089280394,0.162717793,0.132534491,0.09040741,1.0,12.0,3.0,6130.0,1247.0,Los Angeles,0.9441411006795772,0.4186274894920846,0.1331657304474211,0.0060101347370075,0.1812468083434811,0.0087205876576187,0.1963703500019641,0.0558588993204226
90712,31499,11.9,18.1,18.2,25.4,6.0,7.5,4.2,4.1,28.2,10.3,8.3,24.2,2.5,24387,1703,4951,10205,7528,25203,230.0,69.0,96634.0,0.474630059,0.525369941,0.031021572,0.087323944,0.14309146,0.12301658,0.090176502,0.029381351,0.086575147,0.15489392,0.132144767,0.122374755,21.0,8.0,1.0,6130.0,1247.0,Los Angeles,0.9394901425442076,0.5548112638496461,0.1079081875615098,0.0069526016698942,0.1505444617289437,0.0102860408266929,0.1089875869075208,0.0605098574557922
90713,27925,11.2,18.8,19.1,25.1,6.2,7.6,4.3,4.4,28.6,10.8,7.9,24.3,2.5,22147,1543,4941,9418,6245,22778,220.0,61.0,102970.0,0.47929013,0.52070987,0.038280424,0.072844924,0.144312394,0.140756639,0.083095749,0.029278919,0.078386776,0.145145273,0.154082711,0.11381619,2.0,3.0,3.0,6130.0,1247.0,Los Angeles,0.9415577439570276,0.6929632945389436,0.0463025962399283,0.0060877350044762,0.1037421665174574,0.0069829901521933,0.0854789615040286,0.0584422560429722
90715,20388,17.1,16.1,16.5,25.2,4.6,7.5,4.1,4.2,27.3,12.0,9.9,24.9,2.6,15729,2118,3891,5670,4050,16305,132.0,33.0,76105.0,0.500602794,0.499397206,0.032763634,0.081235373,0.154882632,0.131019077,0.100702078,0.035635771,0.065066307,0.144422381,0.147400894,0.106871853,,2.0,0.0,6130.0,1247.0,Los Angeles,0.9493819894055326,0.3885128506964881,0.1072689817539729,0.0083872866391995,0.266774573278399,0.0109378065528742,0.1675004904845987,0.0506180105944673
90716,14184,28.9,15.5,16.7,25.1,4.0,8.0,4.7,4.7,26.4,13.7,11.6,29.8,2.8,10402,3745,2973,2659,1025,10882,58.0,15.0,50149.0,0.477586888,0.522413112,0.023301738,0.084370063,0.160989336,0.12524684,0.08367891,0.032385466,0.08343207,0.16760466,0.142328199,0.096662717,1.0,3.0,3.0,6130.0,1247.0,Los Angeles,0.9609419063733784,0.4521291596164692,0.0382120699379582,0.0125493513818386,0.1065284827975183,0.0040186125211505,0.3475042301184433,0.0390580936266215
90717,21318,13.5,18.6,17.7,25.9,5.9,7.6,4.5,4.6,28.7,11.2,9.0,24.7,2.6,16968,2287,3919,4995,5767,17548,191.0,46.0,71388.0,0.508295415,0.491704585,0.035771789,0.102975149,0.180819041,0.133916696,0.054812741,0.036541827,0.096534827,0.152117606,0.120476024,0.086034302,1.0,11.0,2.0,6130.0,1247.0,Los Angeles,0.937799043062201,0.5909559996247302,0.0523501266535322,0.0088188385402007,0.1444319354536072,0.0077399380804953,0.133502204709635,0.062200956937799
90720,21751,8.8,21.6,17.5,27.1,7.8,7.9,4.8,4.5,33.5,9.6,8.7,22.6,2.7,17114,1015,2920,4503,8676,17702,193.0,53.0,106332.0,0.490189697,0.509810303,0.044355589,0.063511252,0.13106751,0.130230612,0.121024735,0.035335689,0.067881718,0.160033476,0.13106751,0.11549191,6.0,13.0,4.0,900.0,377.0,Orange,0.9502551606822676,0.777941244080732,0.0187577582639878,0.004045790998115,0.104776791871638,0.0036320169187623,0.0411015585490322,0.0497448393177325
90723,54099,28.0,15.3,17.5,25.0,3.8,8.5,4.3,4.5,25.5,13.8,11.2,32.0,2.8,38955,11800,11290,11786,4079,40946,277.0,77.0,55670.0,0.482278424,0.517721576,0.026458829,0.099186919,0.113202462,0.128880104,0.11455011,0.014958897,0.090606891,0.113741521,0.155608463,0.142805804,3.0,15.0,3.0,6130.0,1247.0,Los Angeles,0.9581138283517256,0.4249246751326272,0.117081646610843,0.0081332372132571,0.0301114623190816,0.0077450599826244,0.3701177470932919,0.0418861716482744
90731,59662,20.1,18.7,17.7,27.2,5.3,8.3,5.1,5.3,28.2,13.5,10.7,29.5,3.0,46598,8994,11839,16085,9680,48086,440.0,118.0,53456.0,0.504301726,0.495698274,0.037293857,0.118944105,0.165079889,0.128794966,0.054188909,0.029479207,0.099682645,0.169207345,0.128006164,0.069322914,2.0,4.0,3.0,6130.0,1247.0,Los Angeles,0.9337601823606316,0.5835540209848815,0.0732291911099192,0.0120847440581944,0.0456069189769032,0.0058999027856927,0.2133854044450404,0.0662398176393684
90732,21115,11.1,22.2,16.5,29.1,7.9,7.5,5.5,5.0,31.6,9.7,9.4,24.2,3.1,18496,1458,3778,6085,7175,18957,205.0,48.0,104567.0,0.492144612,0.507855388,0.033976821,0.076163471,0.159514664,0.134720322,0.087769333,0.0369772,0.084686526,0.151238893,0.133780643,0.101172126,,8.0,2.0,6130.0,1247.0,Los Angeles,0.9405635803930856,0.7293866919251717,0.044091877811982,0.007056594837793,0.0817901965427421,0.0020364669666114,0.0762017523087852,0.0594364196069145
90740,23729,7.0,30.0,13.2,35.9,12.1,7.5,7.7,6.2,39.6,7.6,11.6,20.9,4.1,21126,1151,2688,7260,10027,21475,475.0,128.0,68947.0,0.47572432,0.52427568,0.030553117,0.059174715,0.135162423,0.130992098,0.119841967,0.02238806,0.07594381,0.120368745,0.144424934,0.161150132,4.0,3.0,1.0,900.0,377.0,Orange,0.9645581356146488,0.8318934636942138,0.0119263348645117,0.0027392641914956,0.0971806650090606,0.0023178389312655,0.0185005689241013,0.0354418643853512
90742,831,6.9,21.7,20.0,26.6,7.6,8.0,4.6,4.6,34.0,10.2,8.1,23.4,2.5,636,23,78,244,291,652,,,82614.0,0.464598675,0.535401325,0.022750648,0.053523676,0.080923191,0.112395606,0.195005554,0.011766158,0.042827169,0.089480397,0.118031843,0.273295758,,,,,,Orange,0.9614921780986764,0.8880866425992779,0.0048134777376654,0.0072202166064981,0.0373044524669073,0.0024067388688327,0.0216606498194945,0.0385078219013237
90743,456,7.0,22.8,18.8,27.9,7.9,8.0,4.8,4.8,35.0,10.1,8.8,24.1,2.6,190,0,16,70,104,196,,0.0,116500.0,0.530346821,0.469653179,0.011560694,0.036127168,0.148843931,0.174855491,0.158959538,0.0,0.033236994,0.093930636,0.193641618,0.148843931,,,,,,Orange,0.9671052631578948,0.8947368421052632,0.0,0.0,0.0372807017543859,0.006578947368421,0.0285087719298245,0.0328947368421052
90744,53815,32.4,15.5,17.2,25.2,3.8,8.4,4.8,4.8,26.3,14.4,12.2,32.4,2.9,40435,15792,10959,10636,3048,41927,298.0,64.0,50875.0,0.546610169,0.453389831,0.0,0.097457627,0.101694915,0.156779661,0.190677966,0.0,0.097457627,0.046610169,0.110169492,0.199152542,2.0,7.0,6.0,6130.0,1247.0,Los Angeles,0.9498095326581808,0.4422558766143268,0.0318870203474867,0.0109263216575304,0.0235622038465111,0.0083991452197342,0.4327789649725913,0.0501904673418191
90745,57251,18.0,16.7,14.8,27.0,5.0,6.9,4.5,4.0,29.6,10.7,11.3,23.3,2.8,44812,8775,10189,14518,11330,46242,478.0,117.0,80176.0,0.502162447,0.497837553,0.044743319,0.108315752,0.169585091,0.117071027,0.062447257,0.036181435,0.099876934,0.173540788,0.117106188,0.071132208,1.0,14.0,6.0,6130.0,1247.0,Los Angeles,0.9499397390438596,0.2660914219838954,0.0777977677245812,0.0068121080854482,0.3562732528689455,0.0314055649682974,0.2115596234126915,0.0500602609561405
90746,25990,13.2,20.8,15.2,34.6,6.0,9.0,4.9,4.6,28.7,10.6,12.5,30.3,3.9,22344,2831,4115,8316,7082,23023,249.0,56.0,89364.0,0.49042684,0.50957316,0.032355524,0.083400667,0.152994906,0.126839979,0.094835763,0.024872651,0.072229053,0.15132619,0.134393114,0.126752152,1.0,10.0,2.0,6130.0,1247.0,Los Angeles,0.958637937668334,0.1310119276644863,0.6476721816083109,0.0026933435936898,0.0761831473643709,0.0137745286648711,0.0873028087726048,0.041362062331666
90747,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,76437.11,0.481588181,0.518411819,0.023084026,0.066666667,0.150951062,0.117894737,0.12299169,0.012668513,0.072317636,0.137765466,0.141052632,0.154607572,,,,,,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90755,11074,13.7,16.7,17.3,25.1,4.9,7.7,4.0,4.1,27.3,11.0,8.7,25.1,2.5,9390,1258,1377,2549,4206,9514,75.0,18.0,75426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,6130.0,1247.0,Los Angeles,0.9433808921798807,0.4209860935524652,0.1356330142676539,0.0075853350189633,0.2061585696225392,0.0122810186021311,0.1607368611161278,0.0566191078201192
90802,39347,15.4,16.1,19.2,24.8,4.6,8.2,4.1,4.3,25.4,12.4,8.6,28.0,2.6,33427,3972,4964,11366,13125,34056,259.0,68.0,54616.0,0.450844521,0.549155479,0.032135123,0.04443482,0.154785621,0.13763534,0.081853616,0.031615418,0.078475531,0.19246427,0.13477696,0.1118233,1.0,11.0,1.0,6130.0,1247.0,Los Angeles,0.940707042468295,0.5013596970544133,0.1691615625079421,0.0097593209139197,0.0779983226167179,0.0063028947569064,0.1761252446183953,0.059292957531705
90803,32031,8.5,19.1,19.6,24.8,6.7,7.6,4.3,4.2,28.5,9.3,7.1,23.4,2.4,28553,1529,2449,9523,15052,29053,234.0,67.0,90278.0,0.526487347,0.473512653,0.022509111,0.049715107,0.223679483,0.154098866,0.07648478,0.027411324,0.042425953,0.203608644,0.125121914,0.074944818,,2.0,0.0,6130.0,1247.0,Los Angeles,0.9582591864131622,0.8244200930348725,0.0297836470918797,0.0050888202054259,0.0579750866348225,0.001779526084106,0.0392120133620555,0.0417408135868377
90804,40311,19.7,14.7,18.4,23.3,3.8,8.5,3.7,4.4,22.7,13.9,8.7,27.2,2.4,30960,6375,5825,10840,7920,31754,194.0,46.0,52948.0,0.484809811,0.515190189,0.014380875,0.034738218,0.149785221,0.160057274,0.125848223,0.020544108,0.041555127,0.167185457,0.144711449,0.141194048,16.0,14.0,3.0,6130.0,1247.0,Los Angeles,0.9400411798268464,0.4054724516881248,0.1460643496812284,0.0081863511200416,0.1530351516955669,0.0041427898092332,0.2231400858326511,0.0599588201731537
90805,93524,23.6,16.4,16.7,26.8,4.0,8.8,4.4,4.9,25.7,14.6,11.1,30.9,3.0,68373,17286,18556,24057,8474,71133,542.0,137.0,50914.0,0.490455924,0.509544076,0.033410637,0.077270063,0.204133643,0.12423864,0.051402941,0.033028365,0.067280002,0.221004613,0.12765361,0.060577487,1.0,17.0,9.0,6130.0,1247.0,Los Angeles,0.9518412386125488,0.3120054745306018,0.2065566057910269,0.0079230999529532,0.1072345066506992,0.025223472049955,0.2928980796373123,0.0481587613874513
90806,42399,23.6,16.6,15.9,27.2,4.2,8.5,4.5,5.0,26.7,14.6,11.4,28.8,3.1,31323,9463,6645,10324,4891,32252,274.0,84.0,54437.0,0.48659826,0.51340174,0.038126986,0.108859836,0.165081515,0.108630658,0.065899266,0.042252201,0.09850513,0.174165321,0.125673212,0.072805875,20.0,42.0,22.0,6130.0,1247.0,Los Angeles,0.949409184178872,0.2716573504092077,0.1823392061133517,0.0077832024340196,0.1983537347578952,0.0129248331328569,0.2763508573315408,0.0505908158211278
90807,31481,12.0,18.7,17.2,26.9,6.1,7.6,4.4,4.3,28.8,10.4,8.9,24.7,2.7,26196,2390,4228,9406,10172,26928,336.0,92.0,78948.0,0.49445106,0.50554894,0.041438438,0.094403429,0.180995475,0.11595618,0.061657538,0.035556085,0.082638724,0.171921886,0.131578947,0.083853298,3.0,26.0,6.0,6130.0,1247.0,Los Angeles,0.939741431339538,0.4893427781836663,0.1667037260569867,0.0064483339156951,0.1662272481814427,0.0081636542676535,0.1028556907340935,0.0602585686604618
90808,38232,9.7,19.9,18.6,26.0,6.9,7.5,4.6,4.4,29.6,9.8,7.9,23.7,2.6,30938,1919,5602,10751,12666,32007,342.0,102.0,110625.0,0.505900255,0.494099745,0.025867959,0.079808708,0.150208062,0.135457425,0.114558102,0.028818086,0.052015403,0.139898143,0.15660518,0.116762934,5.0,3.0,1.0,6130.0,1247.0,Los Angeles,0.9416980539861896,0.7567744297970287,0.0354938271604938,0.0054143126177024,0.0830194601381042,0.0053358443188951,0.0556601799539652,0.0583019460138104
90815,39733,9.8,17.9,19.0,23.9,6.2,7.7,4.2,4.0,27.4,9.3,7.1,22.4,2.4,33751,1816,4414,13034,14487,34716,314.0,97.0,94559.0,0.467970536,0.532029464,0.025755652,0.055422911,0.171704343,0.137414275,0.077673355,0.029362459,0.047040894,0.210261621,0.1497587,0.095605791,18.0,6.0,2.0,6130.0,1247.0,Los Angeles,0.9415347444189968,0.714771097072962,0.0476681851357813,0.0049077592932826,0.1137341756222787,0.0038255354491228,0.0566279918455691,0.0584652555810032
90810,36735,23.1,17.2,15.2,28.3,4.5,8.0,5.1,5.0,28.3,13.5,12.6,27.6,3.3,28339,7321,7586,9109,4323,29378,240.0,70.0,60227.0,0.495601322,0.504398678,0.02761251,0.087185355,0.126798881,0.145003814,0.109000763,0.027078566,0.071497585,0.121027206,0.158047292,0.126748029,,4.0,3.0,6130.0,1247.0,Los Angeles,0.9489043146862663,0.2739893834218048,0.1236423029808085,0.0065877228800871,0.2390363413638219,0.0275758813121001,0.2780726827276439,0.0510956853137335
90813,58911,29.4,16.0,16.0,26.9,3.5,9.1,4.8,5.6,24.9,17.0,12.1,31.8,3.2,41392,15621,8758,12090,4923,43156,305.0,78.0,38449.0,0.48471182,0.51528818,0.032831333,0.085635285,0.162948646,0.125312072,0.077984484,0.02735497,0.093420311,0.168478699,0.12617111,0.099863091,3.0,23.0,12.0,6130.0,1247.0,Los Angeles,0.952945969343586,0.3115377433756005,0.1388365500500755,0.0095058647790735,0.1367826042674542,0.0069596509989645,0.3493235558724177,0.0470540306564139
90814,19131,11.4,16.7,19.9,23.1,5.3,7.9,3.8,4.0,25.9,10.8,7.1,25.1,2.2,16583,1355,2095,5040,8093,16842,101.0,18.0,73391.0,0.502809181,0.497190819,0.041932169,0.104813292,0.19150394,0.111065433,0.053494347,0.042360397,0.101884207,0.181808839,0.105224392,0.065912984,4.0,3.0,1.0,6130.0,1247.0,Los Angeles,0.9392086142909414,0.6743505305525064,0.0758977575662537,0.0084679316292927,0.0752705033714913,0.0037635251685745,0.1014583660028226,0.0607913857090585
90822,117,7.1,29.8,12.7,49.7,11.1,5.4,11.9,6.3,43.5,7.9,17.1,27.0,5.9,133,41,32,21,39,133,,0.0,76437.11,0.487872773,0.512127227,0.029192486,0.066300349,0.165617738,0.132382843,0.094379357,0.027183385,0.060345662,0.176486251,0.132624903,0.115487026,1.0,,,,,Los Angeles,1.0,0.6324786324786325,0.3076923076923077,0.0,0.0341880341880341,0.017094017094017,0.0085470085470085,0.0
90831,0,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,76437.11,0.834586466,0.165413534,0.0,0.0,0.0,0.067669173,0.766917293,0.0,0.0,0.0,0.135338346,0.030075188,2.0,,,,,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91001,36126,12.3,20.3,17.0,29.9,6.4,8.1,4.7,4.5,29.8,10.2,10.3,27.7,3.2,30361,3132,4910,9802,12517,31186,315.0,82.0,101061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,6130.0,1247.0,Los Angeles,0.9392127553562531,0.4868515750429054,0.270802192326856,0.0078890549742567,0.0488290981564524,0.0007473841554559,0.1240934507003266,0.0607872446437468
